temperature_k,peak_period_estimate_days,peak_probability_estimate,peak_period_ci_low,peak_period_ci_high,peak_probability_ci_low,peak_probability_ci_high,n_bootstrap
3500.0,222.68255479144446,0.6951860643559773,131.45732662333805,1500.0000000000005,0.4374176263809204,0.9985668659210205,500
4500.0,358.7463252820555,0.45836762665135233,252.4564833873184,1500.0000000000005,0.26287803053855896,0.9336656928062439,500
5800.0,592.637043059045,0.26106263731697266,278.85493595007244,1500.0000000000005,0.050214771181344986,0.5647212862968445,500
