row_id,planet_name,planet_host,discovery_method_group,orbital_period_days,planet_mass_earth,cluster_numeric_id,cluster_label,hz_reported,hz_derived,flux_zone_reported,flux_zone_derived,giant_or_evolved_host_flag,compact_or_hot_subdwarf_host_flag,ultra_short_period_flag,high_mass_companion_flag,extreme_wide_period_flag
952,HD 63765 b,HD 63765,Radial Velocity,358.0,168.4499,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
953,HD 63935 b,HD 63935,Transit,9.058811,10.8,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
954,HD 63935 c,HD 63935,Radial Velocity,21.4023,11.1,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
955,HD 64114 b,HD 64114,Radial Velocity,45.791,17.8,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
956,HD 6434 b,HD 6434,Radial Velocity,21.998,155.7367,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
957,HD 65216 b,HD 65216,Radial Velocity,577.6,411.58985,2,Long-period giants,,,,,False,False,False,False,False
958,HD 65216 c,HD 65216,Radial Velocity,5370.0,645.1949,2,Long-period giants,,,,,False,False,False,False,False
959,HD 66141 b,HD 66141,Radial Velocity,480.5,1906.9,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
960,HD 66428 b,HD 66428,Radial Velocity,2263.12,1018.32732,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
961,HD 66428 c,HD 66428,Radial Velocity,39000.0,8581.36699,2,Long-period giants,,0.0,,too_cold,False,False,False,True,False
962,HD 67087 b,HD 67087,Radial Velocity,352.2,973.0,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
963,HD 67087 c,HD 67087,Radial Velocity,2374.0,1540.0,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
964,HD 6718 b,HD 6718,Radial Velocity,2496.0,533.9544,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
965,HD 68402 b,HD 68402,Radial Velocity,1103.0,975.7381,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
966,HD 68988 b,HD 68988,Radial Velocity,6.27711,626.1251,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
967,HD 68988 c,HD 68988,Radial Velocity,16000.0,4767.4261,2,Long-period giants,,0.0,,too_cold,False,False,False,True,False
968,HD 69830 b,HD 69830,Radial Velocity,8.667,10.2,0,Low-mass short-period,,,,,False,False,False,False,False
969,HD 69830 c,HD 69830,Radial Velocity,31.56,11.8,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
970,HD 69830 d,HD 69830,Radial Velocity,197.0,18.1,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
971,HD 70573 b,HD 70573,Radial Velocity,851.8,1900.0,2,Long-period giants,,,,,False,False,False,False,False
972,HD 70642 b,HD 70642,Radial Velocity,2124.54,633.43519,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
973,HD 7199 b,HD 7199,Radial Velocity,615.0,85.8141,3,Intermediate-mass moderate-period,,1.0,,habitable_zone,False,False,False,False,False
974,HD 72490 b,HD 72490,Transit,858.0,561.92344,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
975,HD 72659 b,HD 72659,Radial Velocity,3658.0,1223.6455,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
976,HD 72892 b,HD 72892,Radial Velocity,39.475,1732.1735,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
977,HD 73267 b,HD 73267,Radial Velocity,1245.36,984.31951,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
978,HD 73526 b,HD 73526,Radial Velocity,188.3,978.9164,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
979,HD 73526 c,HD 73526,Radial Velocity,379.1,715.09,2,Long-period giants,,,,,False,False,False,False,False
980,HD 73534 b,HD 73534,Radial Velocity,1750.0,353.42696,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
981,HD 74156 b,HD 74156,Radial Velocity,51.645,572.07,1,Hot/warm giants,,,,,False,False,False,False,False
982,HD 74156 c,HD 74156,Radial Velocity,2473.0,2561.6,2,Long-period giants,,,,,False,False,False,False,False
983,HD 7449 b,HD 7449,Radial Velocity,1255.5,161.45764,2,Long-period giants,,,,,False,False,False,False,False
984,HD 75289 b,HD 75289,Radial Velocity,3.50927,155.7367,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
985,HD 75784 b,HD 75784,Radial Velocity,341.2,317.83,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
986,HD 75784 c,HD 75784,Radial Velocity,7900.0,1792.5612,2,Long-period giants,,0.0,,too_cold,True,False,False,False,False
987,HD 75898 b,HD 75898,Radial Velocity,422.9,861.3193,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
988,HD 76700 b,HD 76700,Radial Velocity,3.97097,66.7443,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
989,HD 76920 b,HD 76920,Radial Velocity,415.4,1249.0719,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
990,HD 77338 b,HD 77338,Radial Velocity,5.7361,19.0698,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
991,HD 7924 b,HD 7924,Radial Velocity,5.39792,6.3566,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
992,HD 7924 c,HD 7924,Radial Velocity,15.299,7.86,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
993,HD 7924 d,HD 7924,Radial Velocity,24.451,6.44,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
994,HD 79498 b,HD 79498,Radial Velocity,1807.0,425.8922,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
995,HD 80606 b,HD 80606,Radial Velocity,111.4367,1392.0954,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
996,HD 80653 b,HD 80653,Transit,0.719573,5.6,0,Low-mass short-period,,,,,False,False,True,False,False
997,HD 80869 b,HD 80869,Radial Velocity,1711.7,1544.64606,2,Long-period giants,0.0,0.0,too_cold,too_cold,False,False,False,False,False
998,HD 81040 b,HD 81040,Radial Velocity,1001.70001,2310.6241,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
999,HD 81688 b,HD 81688,Radial Velocity,184.02,858.1,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1000,HD 81817 b,HD 81817,Radial Velocity,1047.1,8613.193,2,Long-period giants,,0.0,,too_hot,True,False,False,True,False
1001,HD 82886 b,HD 82886,Radial Velocity,705.0,740.5439,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1002,HD 82943 b,HD 82943,Radial Velocity,441.47,534.25,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
1003,HD 82943 c,HD 82943,Radial Velocity,220.078,622.603,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
1004,HD 8326 b,HD 8326,Radial Velocity,158.991,66.6,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1005,HD 83443 b,HD 83443,Radial Velocity,2.9857,108.0622,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1006,HD 8535 b,HD 8535,Radial Velocity,1313.0,216.1244,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1007,HD 85390 b,HD 85390,Radial Velocity,799.52,31.46517,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1008,HD 85512 b,HD 85512,Radial Velocity,58.43,3.1783,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1009,HD 8574 b,HD 8574,Radial Velocity,227.0,645.1949,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
1010,HD 86081 b,HD 86081,Radial Velocity,2.1378431,470.3884,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1011,HD 86226 b,HD 86226,Radial Velocity,1628.0,143.0235,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1012,HD 86226 c,HD 86226,Transit,3.98442,7.25,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1013,HD 86264 b,HD 86264,Radial Velocity,1475.0,2224.81,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
1014,HD 8673 b,HD 8673,Radial Velocity,1634.0,4513.0,2,Long-period giants,,1.0,,habitable_zone,False,False,False,True,False
1015,HD 86950 b,HD 86950,Radial Velocity,1270.0,1144.188,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1016,HD 87646 b,HD 87646,Radial Velocity,13.481,3941.092,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1017,HD 87883 b,HD 87883,Radial Velocity,2754.0,489.4582,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1018,HD 88133 b,HD 88133,Radial Velocity,3.414884,90.42263,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1019,HD 89307 b,HD 89307,Radial Velocity,2166.0,670.6213,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1020,HD 89345 b,HD 89345,Transit,11.8143,34.9613,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1021,HD 89744 b,HD 89744,Radial Velocity,256.78,2653.8805,2,Long-period giants,,,,,False,False,False,False,False
1022,HD 90156 b,HD 90156,Radial Velocity,49.77,17.98,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1023,HD 9174 b,HD 9174,Radial Velocity,1179.0,352.7913,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
1024,HD 92788 b,HD 92788,Radial Velocity,325.803,1195.0408,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
1025,HD 92788 c,HD 92788,Radial Velocity,11611.2975,1166.4361,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1026,HD 92987 b,HD 92987,Radial Velocity,10354.8375,5364.9704,2,Long-period giants,,0.0,,too_cold,False,False,False,True,False
1027,HD 93083 b,HD 93083,Radial Velocity,143.58,117.59,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1028,HD 93385 b,HD 93385,Radial Velocity,7.3426,4.2,0,Low-mass short-period,,,,,False,False,False,False,False
1029,HD 93385 c,HD 93385,Radial Velocity,13.18,7.1,0,Low-mass short-period,,,,,False,False,False,False,False
1030,HD 93385 d,HD 93385,Radial Velocity,45.85,8.7,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1031,HD 9446 b,HD 9446,Radial Velocity,30.052,222.472,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1032,HD 9446 c,HD 9446,Radial Velocity,192.9,578.426,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
1033,HD 94834 b,HD 94834,Radial Velocity,1576.0,400.4658,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
1035,HD 95089 b,HD 95089,Radial Velocity,464.4,400.4658,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1036,HD 95089 c,HD 95089,Radial Velocity,1785.0,1096.5135,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
1037,HD 95127 b,HD 95127,Radial Velocity,482.0,3378.5329,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1038,HD 95338 b,HD 95338,Radial Velocity,55.087,42.44,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1039,HD 95544 b,HD 95544,Radial Velocity,2172.0,2173.9463,2,Long-period giants,0.0,0.0,too_cold,too_cold,False,False,False,False,False
1040,HD 95735 c,GJ 411,Radial Velocity,3190.0,18.05265,3,Intermediate-mass moderate-period,,0.0,,too_cold,False,False,False,False,False
1041,HD 95872 b,HD 95872,Radial Velocity,4375.0,1188.6842,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1042,HD 96063 b,HD 96063,Radial Velocity,362.5,403.6441,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1043,HD 96127 b,HD 96127,Radial Velocity,647.29999,6661.7168,2,Long-period giants,,0.0,,too_hot,True,False,False,True,False
1044,HD 96167 b,HD 96167,Radial Velocity,498.04,227.88411,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
1045,HD 96700 b,HD 96700,Radial Velocity,8.1245,8.9,0,Low-mass short-period,,,,,False,False,False,False,False
1046,HD 96700 c,HD 96700,Radial Velocity,19.88,3.5,0,Low-mass short-period,,,,,False,False,False,False,False
1047,HD 96700 d,HD 96700,Radial Velocity,103.5,12.7,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1048,HD 96992 b,HD 96992,Radial Velocity,514.0,362.3262,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1050,HD 97658 b,HD 97658,Radial Velocity,9.4897116,8.3,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1051,HD 98219 b,HD 98219,Radial Velocity,433.8,624.21812,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1052,HD 98649 b,HD 98649,Radial Velocity,6022.9725,2158.0657,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1053,HD 98736 b,HD 98736,Radial Velocity,968.8,740.5439,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1054,HD 99109 b,HD 99109,Radial Velocity,439.29999,139.8452,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
1055,HD 99492 b,HD 99492,Radial Velocity,17.0431,22.2481,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1056,HD 99706 b,HD 99706,Radial Velocity,841.0,390.9309,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1057,HD 99706 c,HD 99706,Radial Velocity,1278.0,1808.4527,2,Long-period giants,,,,,False,False,False,False,False
1058,HIP 105854 b,HIP 105854,Radial Velocity,184.2,2606.1,2,Long-period giants,,,,,True,False,False,False,False
1059,HIP 107772 b,HIP 107772,Radial Velocity,55.199,12.9,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1060,HIP 107773 b,HIP 107773,Radial Velocity,144.3,629.3034,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1061,HIP 109384 b,HIP 109384,Radial Velocity,499.48,495.8148,2,Long-period giants,,,,,False,False,False,False,False
1062,HIP 109600 b,HIP 109600,Radial Velocity,232.08,851.7844,2,Long-period giants,,,,,False,False,False,False,False
1063,HIP 114933 b,HIP 114933,Radial Velocity,1481.6,616.58711,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
1064,HIP 116454 b,HIP 116454,Transit,9.1205,12.7132,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1065,HIP 12961 b,HIP 12961,Radial Velocity,57.435,114.4188,3,Intermediate-mass moderate-period,,1.0,,habitable_zone,False,False,False,False,False
1066,HIP 14810 b,HIP 14810,Radial Velocity,6.673892,1239.537,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1067,HIP 14810 c,HIP 14810,Radial Velocity,147.747,416.3573,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
1068,HIP 14810 d,HIP 14810,Radial Velocity,981.8,187.5197,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1069,HIP 35173 b,HIP 35173,Radial Velocity,41.516,12.7,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1070,HIP 38594 b,HIP 38594,Radial Velocity,60.722,8.1,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1071,HIP 38594 c,HIP 38594,Radial Velocity,3477.768,48.4,2,Long-period giants,,,,,False,False,False,False,False
1077,HIP 4845 b,HIP 4845,Radial Velocity,34.15,14.4,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1078,HIP 48714 b,HIP 48714,Radial Velocity,17.818,22.9,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1079,HIP 5158 b,HIP 5158,Radial Velocity,345.72,451.0,2,Long-period giants,,,,,False,False,False,False,False
1080,HIP 5158 c,HIP 5158,Radial Velocity,9017.76,4780.1632,2,Long-period giants,,0.0,,too_cold,False,False,False,True,False
1081,HIP 54373 b,HIP 54373,Radial Velocity,7.76,8.62,0,Low-mass short-period,,,,,False,False,False,False,False
1082,HIP 54373 c,HIP 54373,Radial Velocity,15.144,12.44,0,Low-mass short-period,,,,,False,False,False,False,False
1083,HIP 56640 b,HIP 56640,Radial Velocity,2574.9,1166.43025,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
1084,HIP 57274 b,HIP 57274,Radial Velocity,8.1352,6.3566,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1085,HIP 57274 c,HIP 57274,Radial Velocity,32.03,130.0,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1086,HIP 57274 d,HIP 57274,Radial Velocity,431.7,167.4,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1087,HIP 63242 b,HIP 63242,Radial Velocity,124.6,2917.56,2,Long-period giants,,,,,True,False,False,False,False
1088,HIP 65 A b,HIP 65 A,Transit,0.9809734,1021.18779,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,True,False,False
1089,HIP 65407 b,HIP 65407,Radial Velocity,28.125,136.03124,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1090,HIP 65407 c,HIP 65407,Radial Velocity,67.3,249.17872,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1092,HIP 65891 b,HIP 65891,Radial Velocity,1084.5,1906.98,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1094,HIP 67537 b,HIP 67537,Radial Velocity,2556.5,3527.913,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
1095,HIP 67851 b,HIP 67851,Radial Velocity,88.9,438.6054,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1096,HIP 67851 c,HIP 67851,Radial Velocity,2131.8,1900.6234,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
1097,HIP 70849 b,HIP 70849,Radial Velocity,17337.5,2860.0,2,Long-period giants,,,,,False,False,False,False,False
1098,HIP 71135 b,HIP 71135,Radial Velocity,87.19,18.8,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
1099,HIP 74890 b,HIP 74890,Radial Velocity,822.3,762.792,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1100,HIP 75092 b,HIP 75092,Radial Velocity,926.4,568.91285,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1103,HIP 79431 b,HIP 79431,Radial Velocity,111.7,667.415,2,Long-period giants,,,,,False,False,False,False,False
1104,HIP 8541 b,HIP 8541,Radial Velocity,1560.2,1748.065,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1105,HIP 90988 b,HIP 90988,Radial Velocity,453.9,622.94368,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
1106,HIP 91258 b,HIP 91258,Radial Velocity,5.0505,346.4347,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1107,HIP 97166 b,HIP 97166,Transit,10.28891,20.0,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1108,HIP 97166 c,HIP 97166,Radial Velocity,16.84,9.9,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1109,HIP 97233 b,HIP 97233,Radial Velocity,1058.8,6356.3,2,Long-period giants,,0.0,,too_hot,True,False,False,True,False
1112,HR 5183 b,HR 5183,Radial Velocity,27000.0,1026.5909,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
1113,HR 810 b,HR 810,Radial Velocity,302.79999,721.4741,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
1117,HR 8799 b,HR 8799,Imaging,170000.0,2000.0,2,Long-period giants,,,,,False,False,False,False,True
1118,HR 8799 c,HR 8799,Imaging,69000.0,3000.0,2,Long-period giants,,,,,False,False,False,False,False
1119,HR 8799 d,HR 8799,Imaging,37000.0,3000.0,2,Long-period giants,,,,,False,False,False,False,False
1121,HU Aqr AB b,HU Aqr,Other methods,2390.0,1875.197,2,Long-period giants,,,,,False,False,False,False,False
1122,HU Aqr AB c,HU Aqr,Other methods,4368.0,1430.235,2,Long-period giants,,,,,False,False,False,False,False
1123,HW Vir b,HW Vir,Other methods,4640.0,4602.90201,2,Long-period giants,,,,,False,False,False,True,False
1124,IC 4651 9122 b,IC 4651 9122,Radial Velocity,734.0,2002.329,2,Long-period giants,,,,,True,False,False,False,False
1125,K2-10 b,K2-10,Transit,19.3044,27.0,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1126,K2-100 b,K2-100,Transit,1.6739035,21.8,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1135,K2-111 b,K2-111,Transit,5.3518,5.29,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1136,K2-111 c,K2-111,Radial Velocity,15.6785,11.3,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1159,K2-132 b,K2-132,Transit,9.1751,155.7367,1,Hot/warm giants,,0.0,,too_hot,True,False,False,False,False
1167,K2-137 b,K2-137,Transit,0.179715,158.915,1,Hot/warm giants,,0.0,,too_hot,False,False,True,False,False
1168,K2-138 b,K2-138,Transit,2.35309,3.1,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1169,K2-138 c,K2-138,Transit,3.56004,6.31,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1170,K2-138 d,K2-138,Transit,5.40479,7.92,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1171,K2-138 e,K2-138,Transit,8.26146,12.97,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1172,K2-138 f,K2-138,Transit,12.75758,1.63,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1173,K2-138 g,K2-138,Transit,41.96797,4.32,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1176,K2-140 b,K2-140,Transit,6.569188,295.58042,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1177,K2-141 b,K2-141,Transit,0.2803244,5.08,0,Low-mass short-period,,0.0,,too_hot,False,False,True,False,False
1178,K2-141 c,K2-141,Transit,7.7485,7.4,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1179,K2-146 b,K2-146,Transit,2.6446,5.77,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1180,K2-146 c,K2-146,Transit,4.00498,7.49,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1228,K2-18 b,K2-18,Transit,32.939623,8.92,3,Intermediate-mass moderate-period,,1.0,,habitable_zone,False,False,False,False,False
1229,K2-18 c,K2-18,Radial Velocity,8.962,7.51,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1285,K2-216 b,K2-216,Transit,2.1748,8.0,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1291,K2-22 b,K2-22,Transit,0.381078,444.962,1,Hot/warm giants,,0.0,,too_hot,False,False,True,False,False
1307,K2-232 b,K2-232,Transit,11.168454,126.49634,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1308,K2-233 b,K2-233,Transit,2.4675,11.26,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1309,K2-233 c,K2-233,Transit,7.06005,12.81,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1310,K2-233 d,K2-233,Transit,24.3645,21.14,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1311,K2-237 b,K2-237,Transit,2.1805577,392.83788,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1312,K2-238 b,K2-238,Transit,3.20466,273.3338,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1316,K2-24 b,K2-24,Transit,20.88977,19.0,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1317,K2-24 c,K2-24,Transit,42.3391,15.4,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1344,K2-260 b,K2-260,Transit,2.6266657,451.3186,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1345,K2-261 b,K2-261,Transit,11.63344,70.87609,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1346,K2-263 b,K2-263,Transit,50.818947,14.8,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1349,K2-265 b,K2-265,Transit,2.369172,6.54,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1350,K2-266 b,K2-266,Transit,0.658524,11.26782,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,True,False,False
1351,K2-266 c,K2-266,Transit,7.814,0.29013,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1352,K2-266 d,K2-266,Transit,14.697,8.9,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1353,K2-266 e,K2-266,Transit,19.482,14.3,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1360,K2-27 b,K2-27,Transit,6.771315,30.9,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1374,K2-280 b,K2-280,Transit,19.89526,37.1,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
1379,K2-285 b,K2-285,Transit,3.471745,9.68,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1380,K2-285 c,K2-285,Transit,7.138048,15.68,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1381,K2-285 d,K2-285,Transit,10.45582,6.5,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1382,K2-285 e,K2-285,Transit,14.76289,10.7,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1384,K2-287 b,K2-287,Transit,14.893291,100.11645,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1387,K2-29 b,K2-29,Transit,3.2588321,232.0159,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1388,K2-290 b,K2-290,Transit,9.21165,10.9,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1389,K2-290 c,K2-290,Transit,48.36685,246.00042,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1390,K2-291 b,K2-291,Transit,2.225177,6.49,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1391,K2-292 b,K2-292,Transit,16.9841,24.5,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
1394,K2-295 b,K2-295,Transit,4.024867,106.47305,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1395,K2-3 b,K2-3,Transit,10.054626,6.48,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1396,K2-3 c,K2-3,Transit,24.646582,2.14,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1397,K2-3 d,K2-3,Transit,44.55646,2.80007,0,Low-mass short-period,,1.0,,habitable_zone,False,False,False,False,False
1398,K2-30 b,K2-30,Transit,4.098503,184.02357,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1400,K2-31 b,K2-31,Transit,1.25785,563.83042,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
1407,K2-32 b,K2-32,Transit,8.992,15.0,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1408,K2-32 c,K2-32,Transit,20.66093,8.1,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1409,K2-32 d,K2-32,Transit,31.71701,6.7,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1410,K2-32 e,K2-32,Transit,4.34934,2.1,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
1418,K2-329 b,K2-329,Transit,12.4551225,82.6358,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
