row_id,planet_name,planet_host,discovery_method_group,orbital_period_days,planet_mass_earth,cluster_numeric_id,cluster_label,hz_reported,hz_derived,flux_zone_reported,flux_zone_derived,giant_or_evolved_host_flag,compact_or_hot_subdwarf_host_flag,ultra_short_period_flag,high_mass_companion_flag,extreme_wide_period_flag
516,HD 12648 b,HD 12648,Radial Velocity,133.60001,622.9468,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
517,HD 126525 b,HD 126525,Radial Velocity,960.41,75.32571,3,Intermediate-mass moderate-period,,0.0,,too_cold,False,False,False,False,False
518,HD 12661 b,HD 12661,Radial Velocity,262.70862,772.3269,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
519,HD 12661 c,HD 12661,Radial Velocity,1708.0,575.884,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
520,HD 126614 b,HD 126614,Radial Velocity,1244.0,130.3103,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
521,HD 128311 b,HD 128311,Radial Velocity,453.019,562.24127,2,Long-period giants,,,,,False,False,False,False,False
522,HD 128311 c,HD 128311,Radial Velocity,921.538,1204.25787,2,Long-period giants,,,,,False,False,False,False,False
523,HD 128356 b,HD 128356,Radial Velocity,298.2,282.8687,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
524,HD 129445 b,HD 129445,Radial Velocity,1840.0,508.507,2,Long-period giants,,,,,False,False,False,False,False
525,HD 130322 b,HD 130322,Radial Velocity,10.70871,365.49,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
526,HD 131496 b,HD 131496,Radial Velocity,896.0,572.094,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
527,HD 131664 b,HD 131664,Radial Velocity,1951.0,6076.9096,2,Long-period giants,,0.0,,too_cold,False,False,False,True,False
528,HD 13167 b,HD 13167,Radial Velocity,2613.0,1052.0173,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
529,HD 13189 b,HD 13189,Radial Velocity,471.60001,3480.2385,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
530,HD 132406 b,HD 132406,Radial Velocity,974.0,1709.9254,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
531,HD 132563 b,HD 132563,Radial Velocity,1544.0,473.547,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
532,HD 133131 A b,HD 133131 A,Radial Velocity,649.0,451.3186,2,Long-period giants,,,,,False,False,False,False,False
533,HD 133131 A c,HD 133131 A,Radial Velocity,3568.0,133.4886,2,Long-period giants,,,,,False,False,False,False,False
534,HD 133131 B b,HD 133131 B,Radial Velocity,5769.0,794.575,2,Long-period giants,,,,,False,False,False,False,False
535,HD 134060 b,HD 134060,Radial Velocity,3.2696,10.1,0,Low-mass short-period,,,,,False,False,False,False,False
536,HD 134060 c,HD 134060,Radial Velocity,1291.5646,29.29,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
537,HD 134987 b,HD 134987,Radial Velocity,258.17999,511.7063,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
538,HD 134987 c,HD 134987,Radial Velocity,5000.0,260.0,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
539,HD 136352 b,HD 136352,Radial Velocity,11.57797,4.72,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
540,HD 136352 c,HD 136352,Radial Velocity,27.59221,11.24,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
541,HD 136352 d,HD 136352,Radial Velocity,107.245,8.82,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
542,HD 136418 b,HD 136418,Radial Velocity,464.29999,680.1562,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
543,HD 136925 b,HD 136925,Radial Velocity,4540.0,266.97586,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
544,HD 137388 b,HD 137388,Radial Velocity,330.0,63.566,3,Intermediate-mass moderate-period,,1.0,,habitable_zone,False,False,False,False,False
545,HD 137496 b,HD 137496,Transit,1.62116,4.04,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
546,HD 137496 c,HD 137496,Radial Velocity,479.9,2434.5656,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
547,HD 13808 b,HD 13808,Radial Velocity,14.1815,11.2,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
548,HD 13808 c,HD 13808,Radial Velocity,53.753,9.96,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
549,HD 13908 b,HD 13908,Radial Velocity,19.382,274.91,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
550,HD 13908 c,HD 13908,Radial Velocity,931.0,1630.4,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
551,HD 13931 b,HD 13931,Radial Velocity,4218.0,699.226,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
552,HD 139357 b,HD 139357,Radial Velocity,1125.7,3101.89,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
553,HD 1397 b,HD 1397,Transit,11.53533,131.89945,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
554,HD 14067 b,HD 14067,Radial Velocity,1455.0,2479.0,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
555,HD 141004 b,HD 141004,Radial Velocity,15.5083,13.63484,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
556,HD 141399 b,HD 141399,Radial Velocity,94.44,143.34133,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
557,HD 141399 c,HD 141399,Radial Velocity,201.99,422.7139,2,Long-period giants,,,,,False,False,False,False,False
558,HD 141399 d,HD 141399,Radial Velocity,1069.8,375.0394,2,Long-period giants,,,,,False,False,False,False,False
559,HD 141399 e,HD 141399,Radial Velocity,5000.0,209.7678,2,Long-period giants,,,,,False,False,False,False,False
560,HD 141937 b,HD 141937,Radial Velocity,653.21997,3079.7727,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
561,HD 142 b,HD 142,Radial Velocity,349.7,397.27,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
562,HD 142 c,HD 142,Radial Velocity,6005.0,1684.4,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
563,HD 142022 A b,HD 142022 A,Radial Velocity,1928.0,1411.1652,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
564,HD 142245 b,HD 142245,Radial Velocity,1299.0,975.7381,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
565,HD 142415 b,HD 142415,Radial Velocity,386.29999,530.7761,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
566,HD 143105 b,HD 143105,Radial Velocity,2.1974,384.5743,1,Hot/warm giants,,,,,False,False,False,False,False
567,HD 143361 b,HD 143361,Radial Velocity,1039.15,1122.57556,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
568,HD 145377 b,HD 145377,Radial Velocity,103.95,1913.3366,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
569,HD 145457 b,HD 145457,Radial Velocity,176.3,708.7609,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
570,HD 145675 c,14 Her,Radial Velocity,25000.0,1843.40476,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
571,HD 145934 b,HD 145934,Radial Velocity,2730.0,724.62,2,Long-period giants,,,,,True,False,False,False,False
572,HD 1461 b,HD 1461,Radial Velocity,5.77152,6.44,0,Low-mass short-period,,,,,False,False,False,False,False
573,HD 1461 c,HD 1461,Radial Velocity,13.5052,5.59,0,Low-mass short-period,,,,,False,False,False,False,False
574,HD 147018 b,HD 147018,Radial Velocity,44.236,674.0,1,Hot/warm giants,,,,,False,False,False,False,False
575,HD 147018 c,HD 147018,Radial Velocity,1008.0,2080.0,2,Long-period giants,,,,,False,False,False,False,False
576,HD 147379 b,HD 147379,Radial Velocity,86.78,28.55,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
577,HD 147513 b,HD 147513,Radial Velocity,528.4,385.0,2,Long-period giants,,,,,False,False,False,False,False
578,HD 14787 b,HD 14787,Radial Velocity,676.6,356.28743,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
579,HD 147873 b,HD 147873,Radial Velocity,116.596,1633.6462,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
580,HD 147873 c,HD 147873,Radial Velocity,491.54,731.009,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
581,HD 148156 b,HD 148156,Radial Velocity,1027.0,270.144,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
582,HD 148164 b,HD 148164,Radial Velocity,328.55,390.9309,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
583,HD 148164 c,HD 148164,Radial Velocity,5062.0,1640.0028,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
584,HD 148427 b,HD 148427,Radial Velocity,331.5,413.179,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
585,HD 149026 b,HD 149026,Radial Velocity,2.87589,120.7754,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
586,HD 149143 b,HD 149143,Radial Velocity,4.07182,422.7139,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
587,HD 1502 b,HD 1502,Radial Velocity,428.5,874.0325,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
588,HD 150706 b,HD 150706,Radial Velocity,5894.0,861.28,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
589,HD 152079 b,HD 152079,Radial Velocity,2918.92,845.74563,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
590,HD 152581 b,HD 152581,Radial Velocity,686.5,594.02427,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
591,HD 152843 b,HD 152843,Transit,11.6264,11.56,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
592,HD 152843 c,HD 152843,Transit,24.38,27.5,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
593,HD 15337 b,HD 15337,Transit,4.75615,7.51,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
594,HD 15337 c,HD 15337,Transit,17.1784,8.11,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
595,HD 153950 b,HD 153950,Radial Velocity,499.39999,937.5985,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
596,HD 154088 b,HD 154088,Radial Velocity,18.56,6.6,0,Low-mass short-period,,,,,False,False,False,False,False
597,HD 154345 b,HD 154345,Radial Velocity,3341.55884,260.6206,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
598,HD 154672 b,HD 154672,Radial Velocity,163.94,1706.7471,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
599,HD 154857 b,HD 154857,Radial Velocity,408.60001,778.6835,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
600,HD 154857 c,HD 154857,Radial Velocity,3452.0,819.97,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
601,HD 155193 b,HD 155193,Radial Velocity,352.65,238.37131,2,Long-period giants,,,,,False,False,False,False,False
602,HD 155233 b,HD 155233,Radial Velocity,818.8,826.358,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
603,HD 155358 b,HD 155358,Radial Velocity,194.3,314.6517,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
604,HD 155358 c,HD 155358,Radial Velocity,391.9,261.0,2,Long-period giants,,,,,False,False,False,False,False
605,HD 156279 b,HD 156279,Radial Velocity,131.05,3140.1604,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
606,HD 156279 c,HD 156279,Radial Velocity,4191.0,2733.338,2,Long-period giants,,,,,False,False,False,False,False
607,HD 156411 b,HD 156411,Radial Velocity,842.2,235.18,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
608,HD 156668 b,HD 156668,Radial Velocity,4.6455,4.15,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
609,HD 156668 c,HD 156668,Radial Velocity,811.3,31.4968,3,Intermediate-mass moderate-period,,0.0,,too_cold,False,False,False,False,False
610,HD 156846 b,HD 156846,Radial Velocity,359.51001,3391.2461,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
611,HD 158038 b,HD 158038,Radial Velocity,521.0,486.2799,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
612,HD 158259 b,HD 158259,Radial Velocity,2.178,2.22,0,Low-mass short-period,,,,,False,False,False,False,False
613,HD 158259 c,HD 158259,Radial Velocity,3.432,5.6,0,Low-mass short-period,,,,,False,False,False,False,False
614,HD 158259 d,HD 158259,Radial Velocity,5.1980814,5.41,0,Low-mass short-period,,,,,False,False,False,False,False
615,HD 158259 e,HD 158259,Radial Velocity,7.951,6.08,0,Low-mass short-period,,,,,False,False,False,False,False
616,HD 158259 f,HD 158259,Radial Velocity,12.028,6.14,0,Low-mass short-period,,,,,False,False,False,False,False
617,HD 158996 b,HD 158996,Radial Velocity,820.2,4449.62,2,Long-period giants,,0.0,,too_hot,True,False,False,True,False
618,HD 159243 b,HD 159243,Radial Velocity,12.62,359.13,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
619,HD 159243 c,HD 159243,Radial Velocity,248.4,603.9,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
620,HD 159868 b,HD 159868,Radial Velocity,1184.1,704.94694,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
621,HD 159868 c,HD 159868,Radial Velocity,351.0,244.09344,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
622,HD 1605 b,HD 1605,Radial Velocity,577.2,296.85322,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
623,HD 1605 c,HD 1605,Radial Velocity,2149.0,1150.5446,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
624,HD 160691 b,HD 160691,Radial Velocity,643.25,532.68308,2,Long-period giants,,,,,False,False,False,False,False
625,HD 160691 c,HD 160691,Radial Velocity,4205.8,576.519,2,Long-period giants,,,,,False,False,False,False,False
626,HD 160691 d,HD 160691,Radial Velocity,9.6386,10.5547,0,Low-mass short-period,,,,,False,False,False,False,False
627,HD 160691 e,HD 160691,Radial Velocity,310.55,165.8685,2,Long-period giants,,,,,False,False,False,False,False
628,HD 16141 b,HD 16141,Radial Velocity,75.523,82.6358,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
629,HD 16175 b,HD 16175,Radial Velocity,990.0,1620.933,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
630,HD 162020 b,HD 162020,Radial Velocity,8.4282,3127.4472,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
631,HD 163607 b,HD 163607,Radial Velocity,75.2203,249.05159,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
632,HD 163607 c,HD 163607,Radial Velocity,1272.0,699.54383,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
633,HD 16417 b,HD 16417,Radial Velocity,17.24,22.1,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
634,HD 164509 b,HD 164509,Radial Velocity,280.17,140.79869,3,Intermediate-mass moderate-period,,1.0,,habitable_zone,False,False,False,False,False
635,HD 164595 b,HD 164595,Radial Velocity,40.0,16.14,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
636,HD 164604 b,HD 164604,Radial Velocity,641.472,635.0,2,Long-period giants,,,,,False,False,False,False,False
637,HD 164922 b,HD 164922,Radial Velocity,1207.0,116.0,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
638,HD 164922 c,HD 164922,Radial Velocity,75.74,13.0,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
639,HD 164922 d,HD 164922,Radial Velocity,12.458,4.0,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
640,HD 164922 e,HD 164922,Radial Velocity,41.763,10.52012,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
641,HD 165155 b,HD 165155,Radial Velocity,434.5,918.5287,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
642,HD 1666 b,HD 1666,Radial Velocity,270.0,2040.0,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
643,HD 166724 b,HD 166724,Radial Velocity,5144.0,1121.89,2,Long-period giants,,,,,False,False,False,False,False
644,HD 167042 b,HD 167042,Radial Velocity,420.77,540.29,2,Long-period giants,,,,,False,False,False,False,False
645,HD 168009 b,HD 168009,Radial Velocity,15.1479,9.53485,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
646,HD 168443 b,HD 168443,Radial Velocity,58.11247,2434.157,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
647,HD 168443 c,HD 168443,Radial Velocity,1749.83,5464.221,2,Long-period giants,,0.0,,too_cold,False,False,False,True,False
648,HD 168746 b,HD 168746,Radial Velocity,6.404,85.8141,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
649,HD 1690 b,HD 1690,Radial Velocity,533.0,2793.7257,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
650,HD 169830 b,HD 169830,Radial Velocity,225.62,915.31,2,Long-period giants,,,,,False,False,False,False,False
651,HD 169830 c,HD 169830,Radial Velocity,2102.0,1283.98,2,Long-period giants,,,,,False,False,False,False,False
652,HD 170469 b,HD 170469,Radial Velocity,1145.0,209.7678,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
653,HD 17092 b,HD 17092,Radial Velocity,359.89999,3219.6179,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
654,HD 171028 b,HD 171028,Radial Velocity,550.0,832.7146,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
655,HD 171238 b,HD 171238,Radial Velocity,1532.0,864.4976,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
656,HD 17156 b,HD 17156,Radial Velocity,21.21663,1115.5833,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
657,HD 173416 b,HD 173416,Radial Velocity,323.6,858.1,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
658,HD 175167 b,HD 175167,Radial Velocity,1290.0,2850.9351,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
659,HD 175541 b,HD 175541,Radial Velocity,298.43,190.06234,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
660,HD 175607 b,HD 175607,Radial Velocity,29.01,8.98,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
661,HD 17674 b,HD 17674,Radial Velocity,623.8,276.5121,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
662,HD 176986 b,HD 176986,Radial Velocity,6.4898,5.74,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
663,HD 176986 c,HD 176986,Radial Velocity,16.8191,9.18,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
664,HD 177565 b,HD 177565,Radial Velocity,44.505,15.1,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
665,HD 177830 b,HD 177830,Radial Velocity,410.10001,537.1327,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
666,HD 177830 c,HD 177830,Radial Velocity,110.9,47.6725,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
667,HD 178911 B b,HD 178911 B,Radial Velocity,71.484,2552.1749,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
668,HD 179079 b,HD 179079,Radial Velocity,14.479,25.74423,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
669,HD 179949 b,HD 179949,Radial Velocity,3.092514,291.12,1,Hot/warm giants,,,,,False,False,False,False,False
670,HD 180053 b,HD 180053,Radial Velocity,213.72,697.31902,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
671,HD 18015 b,HD 18015,Radial Velocity,2278.0,1010.6994,2,Long-period giants,,1.0,,habitable_zone,True,False,False,False,False
672,HD 180314 b,HD 180314,Radial Velocity,396.03,6397.9179,2,Long-period giants,,0.0,,too_hot,True,False,False,True,False
673,HD 180617 b,HD 180617,Radial Velocity,105.911,12.214,3,Intermediate-mass moderate-period,,0.0,,too_cold,False,False,False,False,False
674,HD 180902 b,HD 180902,Radial Velocity,510.9,535.54355,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
675,HD 181234 b,HD 181234,Radial Velocity,7462.0575,2660.2371,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
676,HD 181342 b,HD 181342,Radial Velocity,564.1,807.2882,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
677,HD 181433 b,HD 181433,Radial Velocity,9.3743,6.3566,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
678,HD 181433 c,HD 181433,Radial Velocity,962.0,203.0,2,Long-period giants,,,,,False,False,False,False,False
679,HD 181433 d,HD 181433,Radial Velocity,2172.0,171.0,2,Long-period giants,,,,,False,False,False,False,False
680,HD 181720 b,HD 181720,Radial Velocity,956.0,127.132,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
681,HD 183263 b,HD 183263,Radial Velocity,626.51599,1255.4285,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
682,HD 183263 c,HD 183263,Radial Velocity,3070.0,1134.61,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
683,HD 183579 b,HD 183579,Transit,17.471278,19.7,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
684,HD 185269 b,HD 185269,Radial Velocity,6.83776,321.0083,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
685,HD 187085 b,HD 187085,Radial Velocity,1019.74,265.70588,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
686,HD 187123 b,HD 187123,Radial Velocity,3.0965828,166.218,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
687,HD 187123 c,HD 187123,Radial Velocity,3810.0,632.46,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
688,HD 18742 b,HD 18742,Radial Velocity,766.0,1080.622,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
689,HD 188015 b,HD 188015,Radial Velocity,461.2,476.72,2,Long-period giants,,,,,False,False,False,False,False
690,HD 189567 b,HD 189567,Radial Velocity,14.288,8.5,0,Low-mass short-period,,,,,False,False,False,False,False
691,HD 189567 c,HD 189567,Radial Velocity,33.688,7.0,0,Low-mass short-period,,,,,False,False,False,False,False
692,HD 189733 b,HD 189733,Radial Velocity,2.21857567,359.1479,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
693,HD 190007 b,HD 190007,Radial Velocity,11.72,16.46,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
694,HD 190360 b,HD 190360,Radial Velocity,2915.03687,489.4582,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
695,HD 190360 c,HD 190360,Radial Velocity,17.111,19.069,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
696,HD 190647 b,HD 190647,Radial Velocity,1176.45,630.89255,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
697,HD 190984 b,HD 190984,Radial Velocity,4885.0,985.2,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
698,HD 191806 b,HD 191806,Radial Velocity,1606.3,2707.9116,2,Long-period giants,,,,,False,False,False,False,False
702,HD 192263 b,HD 192263,Radial Velocity,24.3556,177.9848,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
703,HD 192310 b,HD 192310,Radial Velocity,74.72,16.9,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
704,HD 192310 c,HD 192310,Radial Velocity,525.8,24.0,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
705,HD 192699 b,HD 192699,Radial Velocity,340.94,666.17168,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
706,HD 195019 b,HD 195019,Radial Velocity,18.20132,1264.9634,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
707,HD 196050 b,HD 196050,Radial Velocity,1378.0,1010.6994,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
708,HD 196067 b,HD 196067,Radial Velocity,3638.0,2192.9,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
709,HD 196885 A b,HD 196885 A,Radial Velocity,1333.0,819.97,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
710,HD 197037 b,HD 197037,Radial Velocity,1035.7,251.0,2,Long-period giants,,,,,False,False,False,False,False
711,HD 19994 b,HD 19994,Radial Velocity,466.2,435.41,2,Long-period giants,,,,,False,False,False,False,False
712,HD 20003 b,HD 20003,Radial Velocity,11.8482,11.66,0,Low-mass short-period,,,,,False,False,False,False,False
713,HD 20003 c,HD 20003,Radial Velocity,33.9239,14.44,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
714,HD 200964 b,HD 200964,Radial Velocity,606.3,508.21017,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
715,HD 200964 c,HD 200964,Radial Velocity,852.5,385.84562,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
716,HD 202206 c,HD 202206,Radial Velocity,1260.0,5689.157,2,Long-period giants,,0.0,,too_cold,False,False,False,True,False
717,HD 202696 b,HD 202696,Radial Velocity,517.8,634.38868,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
718,HD 202696 c,HD 202696,Radial Velocity,946.6,592.43512,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
719,HD 202772 A b,HD 202772 A,Transit,3.308958,323.23311,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
721,HD 203473 b,HD 203473,Radial Velocity,1552.9,2479.074,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
722,HD 2039 b,HD 2039,Radial Velocity,1120.0,1999.1507,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
723,HD 204313 b,HD 204313,Radial Velocity,1920.09998,1099.6918,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
724,HD 204313 c,HD 204313,Radial Velocity,34.905,17.6,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
725,HD 204941 b,HD 204941,Radial Velocity,1733.0,73.1009,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
726,HD 205739 b,HD 205739,Radial Velocity,279.8,435.41,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
727,HD 206255 b,HD 206255,Radial Velocity,96.045,34.2,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
728,HD 206610 b,HD 206610,Radial Velocity,673.2,647.10188,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
729,HD 20781 b,HD 20781,Radial Velocity,5.3135,1.93,0,Low-mass short-period,,,,,False,False,False,False,False
730,HD 20781 c,HD 20781,Radial Velocity,13.8905,5.33,0,Low-mass short-period,,,,,False,False,False,False,False
731,HD 20781 d,HD 20781,Radial Velocity,29.158,10.61,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
732,HD 20781 e,HD 20781,Radial Velocity,85.5073,14.03,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
733,HD 20782 b,HD 20782,Radial Velocity,597.0643,472.83,2,Long-period giants,,1.0,,habitable_zone,False,False,False,False,False
734,HD 207832 b,HD 207832,Radial Velocity,160.07,177.9848,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
735,HD 207832 c,HD 207832,Radial Velocity,1155.7,232.0159,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
736,HD 207897 b,HD 207897,Transit,16.202159,14.4,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
737,HD 20794 b,HD 20794,Radial Velocity,18.315,2.7,0,Low-mass short-period,,,,,False,False,False,False,False
738,HD 20794 c,HD 20794,Radial Velocity,40.114,2.4,0,Low-mass short-period,,,,,False,False,False,False,False
