row_id,planet_name,planet_host,num_stars,num_planets,discovery_method,discovery_year,discovery_facility,orbital_period_days,semi_major_axis_au,planet_mass_earth,eccentricity,insolation_flux_earth,equilibrium_temperature_k,spectral_type,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,stellar_metallicity_dex,stellar_metallicity_ratio_raw,stellar_logg_cgs,distance_pc,gaia_magnitude,stellar_metallicity_ratio_clean,discovery_method_group,hz_reported,flux_zone_reported,log10_insolation_reported,log10_orbital_period_days,log10_semi_major_axis_au,log10_planet_mass_earth,stellar_teff_1000k,stellar_luminosity_solar,semi_major_axis_kepler_au,semi_major_axis_best_au,semi_major_axis_source,insolation_derived_earth,log10_insolation_derived,hz_derived,flux_zone_derived,earth_equivalent_period_days,period_to_earth_equivalent_ratio,log10_period_to_earth_equivalent_ratio,stellar_logg_calculated_cgs,reported_to_derived_flux_ratio,reported_derived_zone_agreement,orbital_period_days_missing,semi_major_axis_au_missing,planet_mass_earth_missing,eccentricity_missing,insolation_flux_earth_missing,equilibrium_temperature_k_missing,spectral_type_missing,stellar_teff_k_missing,stellar_radius_solar_missing,stellar_mass_solar_missing,stellar_metallicity_dex_missing,stellar_metallicity_ratio_raw_missing,stellar_logg_cgs_missing,distance_pc_missing,gaia_magnitude_missing,eligible_reported_core_model,eligible_derived_flux_analysis,compact_or_hot_subdwarf_host_flag,giant_or_evolved_host_flag,ultra_short_period_flag,high_mass_companion_flag,extreme_wide_period_flag,host_regime_annotation,cluster_numeric_id,cluster_label
1,11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,326.03,1.29,6165.6,0.231,,,G8 III,4742.0,19.0,2.7,-0.35,[Fe/H],2.31,93.1846,4.44038,[Fe/H],Radial Velocity,,,,2.513257563979005,0.1105897102992489,3.789975345977952,4.742,164.45538954635947,1.2909204508159144,1.29,catalog_semi_major_axis,98.82542488213416,1.994868690190011,0.0,too_hot,10208.088478075677,0.031938398721781,-1.4956868616392172,2.311856562253329,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,True,False,Giant / evolved host,2.0,Long-period giants
2,11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.21997,1.53,4684.8142,0.08,,,,4213.0,29.79,2.78,-0.02,[Fe/H],1.93,125.321,4.56216,[Fe/H],Radial Velocity,,,,2.712834801240485,0.1846914308175988,3.67069237142127,4.213,251.88456364621857,1.7708345350668484,1.53,catalog_semi_major_axis,107.60159068999896,2.0318186916164542,0.0,too_hot,13850.61289694101,0.0372705506854509,-1.42863419034555,1.9339037894879887,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,True,False,True,False,Giant / evolved host,2.0,Long-period giants
3,14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,185.84,0.83,1525.5,0.0,,,K0 III,4813.0,11.0,2.2,-0.24,[Fe/H],2.63,75.4392,4.91781,[Fe/H],Radial Velocity,,,,2.269139196792179,-0.0809219076239261,3.183412211978426,4.813,58.49833797989477,0.8289090381485654,0.83,catalog_semi_major_axis,84.91557262286946,1.9289873425879096,0.0,too_hot,5208.786175611149,0.035678177935226,-1.4475973329080956,2.697637310505756,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
4,14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1773.40002,2.93,1481.0878,0.37,,,,5338.0,0.93,0.9,0.41,[Fe/H],4.45,17.9323,6.383,[Fe/H],Radial Velocity,,,,3.248806709026593,0.4668676203541095,3.170580804588237,5.338,0.6326665673971842,2.7683765347453493,2.93,catalog_semi_major_axis,0.0736952751222709,-1.1325603554802195,0.0,too_cold,273.1178806990226,6.493167036376856,0.8124565752189219,4.4552766123314544,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
5,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,798.5,1.66,565.7374,0.68,,,,5750.0,1.13,1.08,0.06,[Fe/H],4.36,21.1397,6.06428,[Fe/H],Radial Velocity,,,,2.9022749204745018,0.220108088040055,2.7526148902071315,5.75,1.2575433820427473,1.7282147830336962,1.66,catalog_semi_major_axis,0.4563591893027824,-0.3406932000405753,1.0,habitable_zone,417.3693748989836,1.913173433468284,0.2817543415819911,4.36526686852011,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
6,17 Sco b,17 Sco,1,1,Radial Velocity,2020,Lick Observatory,578.38,1.45,1373.01872,0.06,,,K3 III,4157.0,25.92,1.22,-0.01,[Fe/H],1.7,124.953,4.75429,[Fe/H],Radial Velocity,,,,2.762213266928569,0.1613680022349748,3.137676458531204,4.157,180.75270392540804,1.451672462106432,1.45,catalog_semi_major_axis,85.97037047581833,1.9343487982661944,0.0,too_hot,16301.36273314891,0.0354804692998985,-1.4500106443924994,1.6970898362776363,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
7,18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,993.3,2.6,3273.5,0.08,,,G6 III,4979.0,8.5,2.3,-0.052,[Fe/H],2.82,76.222,5.27476,[Fe/H],Radial Velocity,,,,2.99708043547173,0.414973347970818,3.5150123452580155,4.979,40.00378337380428,2.571793450108239,2.6,catalog_semi_major_axis,5.917719433994716,0.772154370902961,0.0,too_hot,3830.911389811959,0.2592855586901884,-0.586221671259255,2.940889984589007,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
8,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,,330.0,3000.0,,,1700.0,K7 V,4060.0,,0.85,,,,139.135,12.0572,,Imaging,,,,,2.5185139398778875,3.4771212547196626,4.06,,,330.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,False,False,False,False,False,Ordinary dwarf / unflagged,,
9,24 Boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,30.3506,0.19,289.2253,0.042,,,G3 IV,4893.0,10.64,0.99,-0.77,[Fe/H],2.42,95.9863,5.3339,[Fe/H],Radial Velocity,,,,1.4821672810492816,-0.721246399047171,2.461236280219331,4.893,58.4626947012876,0.1897855323909224,0.19,catalog_semi_major_axis,1619.4652271824818,3.2093716273663278,0.0,too_hot,7761.251365474013,0.0039105291879882,-2.4077644682122665,2.3797519386794908,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,1.0,Hot/warm giants
10,24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,452.8,1.333,632.46,0.09,,,,5098.0,4.9,1.54,-0.03,[Fe/H],3.5,72.0691,6.20374,[Fe/H],Radial Velocity,,,,2.6559064181802152,0.1248301494138592,2.8010330637156744,5.098,14.611210410324077,1.3326549066955389,1.333,catalog_semi_major_axis,8.222916800275131,0.9150258960764776,0.0,too_hot,2199.6040485570206,0.2058552312162931,-0.6864380921860348,3.2451285607794347,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
11,24 Sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,883.0,2.08,273.32,0.29,,,,5098.0,4.9,1.54,-0.03,[Fe/H],3.5,72.0691,6.20374,[Fe/H],Radial Velocity,,,,2.945960703577569,0.3180633349627615,2.4366714120506496,5.098,14.611210410324077,2.0801144275750323,2.08,catalog_semi_major_axis,3.3772213411436933,0.5285595249786729,0.0,too_hot,2199.6040485570206,0.4014358859628685,-0.3963838067886812,3.2451285607794347,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
12,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,Imaging,2013,Paranal Observatory,,84.0,4131.79,,,,M5.5/M6,,,0.19,,,,,,,Imaging,,,,,1.9242792860618816,3.616138240205074,,,,84.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,False,False,False,True,False,Ordinary dwarf / unflagged,,
13,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,,52.0,7786.5,,,,M3.5 V,3530.0,,0.4,,,,33.8281,12.9025,,Imaging,,,,,1.7160033436347992,3.8913422879345294,3.53,,,52.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,False,False,False,True,False,Ordinary dwarf / unflagged,,
14,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,,156.0,4417.837,,,,M6,3064.0,0.28,0.11,,,4.59,,15.0123,,Imaging,,,,,2.1931245983544616,3.645209688152333,3.064,0.0062253792937859,,156.0,catalog_semi_major_axis,2.55809471309418e-07,-6.592083379868046,0.0,too_cold,24.407216003031387,,,4.585076622473786,,,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,False,False,False,True,False,Ordinary dwarf / unflagged,,
15,2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,,15.0,2383.6,,,,M8.5,,,0.02,,,,,18.9668,,Imaging,,,,,1.1760912590556811,3.377233376752749,,,,15.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,Ordinary dwarf / unflagged,,
16,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,,55.0,1589.15,,,1250.0,M8,,,0.02,,,,64.308,17.4076,,Imaging,,,,,1.740362689494244,3.201164892234256,,,,55.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,False,False,False,False,False,Ordinary dwarf / unflagged,,
17,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,1,Eclipse Timing Variations,2015,Kepler,416.0,0.92,603.877,,,,,,,0.48,,,,396.332,12.1376,,Other methods,,,,2.6190933306267428,-0.0362121726544447,2.7809484888510663,,,0.8539173082691406,0.92,catalog_semi_major_axis,,,,,,,,,,,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
18,2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,1,1,Imaging,2009,W. M. Keck Observatory,7336.5,,6657.48,0.26,,2075.0,M8.5,2300.0,0.12,0.08,,,,,17.3961,,Imaging,,,,3.865488921876964,,3.823309870431642,2.3,0.0003630517600095,3.183922298377313,3.183922298377313,kepler_from_period,3.581324101722093e-05,-4.44595637454234,0.0,too_cold,3.396421965989717,2160.0672924225846,3.334467280906755,5.182727494896694,,,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,False,False,False,True,False,Ordinary dwarf / unflagged,2.0,Long-period giants
19,2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,,230.0,3972.875,,,,K7 V,4045.0,,0.6,,,,69.5737,11.9484,,Imaging,,,,,2.361727836017593,3.5991049009062936,4.045,,,230.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,False,False,False,False,False,Ordinary dwarf / unflagged,,
20,30 Ari B b,30 Ari B,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.10001,0.99,4392.4106,0.29,,,,6331.0,1.41,1.93,0.19,[Fe/H],4.43,44.657,6.96085,[Fe/H],Radial Velocity,,,,2.525174440795417,-0.00436480540245,3.6427029309364167,6.331,2.877545435415301,1.175552187023014,0.99,catalog_semi_major_axis,2.9359712635601483,0.4677518005157179,0.0,too_hot,580.8690171945944,0.576894274062718,-0.2389037715901438,4.425119083697014,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,Ordinary dwarf / unflagged,2.0,Long-period giants
21,4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,269.3,0.87,2256.5,0.432,,,K1 III,4415.0,18.11,1.23,-0.25,[Fe/H],1.8,73.4603,4.23773,[Fe/H],Radial Velocity,,,,2.4302363534115106,-0.0604807473813814,3.3534353378561645,4.415,112.26760102872402,0.8744449144522037,0.87,catalog_semi_major_axis,148.32553973936322,2.171215937359403,0.0,too_hot,11358.696639046027,0.0237087060740991,-1.625092147422605,2.012068210811281,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
22,42 Dra b,42 Dra,2,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,479.1,1.19,1233.13,0.38,,,K1.5 III,4200.0,22.03,0.98,-0.46,[Fe/H],1.71,90.6545,4.43216,[Fe/H],Radial Velocity,,,,2.6804261708581456,0.0755469613925307,3.0910088635434594,4.2,136.05699232114094,1.1902348331065058,1.19,catalog_semi_major_axis,96.07866133828186,1.9826269434222492,0.0,too_hot,14698.324675868647,0.0325955515723893,-1.4868416655574246,1.7431970813909596,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
23,47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,1078.0,2.1,804.08,0.032,,,,5872.0,1.21,1.06,0.04,[M/H],4.3,13.7967,4.87837,[M/H],Radial Velocity,,,,3.03261876085072,0.3222192947339193,2.9052992599799583,5.872,1.568229570265789,2.0979138298309588,2.1,catalog_semi_major_axis,0.3556076123051675,-0.4490289508887085,1.0,habitable_zone,497.15810150184245,2.168324315229941,0.336124239942423,4.29773512463187,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
24,47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,2391.0,3.6,171.621,0.098,,,,5872.0,1.21,1.06,0.04,[M/H],4.3,13.7967,4.87837,[M/H],Radial Velocity,,,,3.378579576115775,0.5563025007672873,2.2345704281870007,5.872,1.568229570265789,3.5680274708819395,3.6,catalog_semi_major_axis,0.1210053680760639,-0.9171953629554443,0.0,too_cold,497.15810150184245,4.809335285449711,0.6820850552074779,4.29773512463187,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
25,47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,14002.0,11.6,521.22,0.16,,,,5872.0,1.21,1.06,0.04,[M/H],4.3,13.7967,4.87837,[M/H],Radial Velocity,,,,4.146190073315927,1.0644579892269184,2.7170210718966303,5.872,1.568229570265789,11.592270880699022,11.6,catalog_semi_major_axis,0.0116545003735566,-1.933506339874707,0.0,too_cold,497.15810150184245,28.164078907096133,1.44969555240763,4.29773512463187,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
26,51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,,13.2,635.66,,,700.0,F0 IV,,,1.75,-0.027,[M/H],,29.7575,5.15806,[M/H],Imaging,,,,,1.1205739312058498,2.8032248835622187,,,,13.2,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,False,False,False,False,False,Ordinary dwarf / unflagged,,
27,51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,4.230785,0.0527,150.009,0.013,,,,5758.0,1.18,1.03,0.18,[M/H],4.31,15.4614,5.28647,[M/H],Radial Velocity,,,,0.6264209559183683,-1.2781893847874537,2.176117315942897,5.758,1.378939991717675,0.0517010737073849,0.0527,catalog_semi_major_axis,496.5055833988079,2.695924136669584,0.0,too_hot,457.9632593156038,0.009238262925988,-2.034409681656388,4.307073210092921,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,1.0,Hot/warm giants
28,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.6516,0.1134,255.4,0.0,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,1.1658850535794545,-0.9453869454431122,2.4072208929273966,5.172,0.5696190200818574,0.1135560690157427,0.1134,catalog_semi_major_axis,44.2953740316043,1.646358373233221,0.0,too_hot,251.0486499326837,0.0583615964631902,-1.233872836626581,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,1.0,Hot/warm giants
29,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.3989,0.2373,51.2,0.03,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,1.64737221043336,-0.624702261782661,1.7092699609758308,5.172,0.5696190200818574,0.2377944904087667,0.2373,catalog_semi_major_axis,10.115538466297918,1.0049890059123183,0.0,too_hot,251.0486499326837,0.17685376922722,-0.7523856797726752,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,3.0,Intermediate-mass moderate-period
30,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,5574.2,5.957,991.6,0.13,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,3.746182546963962,0.7750276000988447,2.996336518095784,5.172,0.5696190200818574,5.9622293626449085,5.957,catalog_semi_major_axis,0.0160520048451386,-1.794470717850693,0.0,too_cold,251.0486499326837,22.203664514804878,1.3464246567579263,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
31,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365474,0.01544,7.99,0.05,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,-0.1327992992001102,-1.8113527040002824,0.9025467793139914,5.172,0.5696190200818574,0.0154675233948592,0.01544,catalog_semi_major_axis,2389.4056723077188,3.378289890347562,0.0,too_hot,251.0486499326837,0.0029338831345936,-2.532557189406145,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,Ordinary dwarf / unflagged,0.0,Low-mass short-period
32,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,259.88,0.7708,47.8,0.08,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,2.414772858093331,-0.1130582940165846,1.6794278966121188,5.172,0.5696190200818574,0.7723287819723574,0.7708,catalog_semi_major_axis,0.9587404928331448,-0.018298929619834,1.0,habitable_zone,251.0486499326837,1.0351778432972427,0.015014967887296,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,3.0,Intermediate-mass moderate-period
33,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,934.3,2.11,638.8383,0.073,,,,4938.0,5.2,1.44,,,3.19,54.6599,5.60686,,Radial Velocity,,,,2.97048634884765,0.3242824552976926,2.805390945318726,4.938,14.48457443693566,2.112118336135099,2.11,catalog_semi_major_axis,3.2534252233632803,0.5123408293720405,0.0,too_hot,2259.8951158015057,0.4134262663197254,-0.3836019346866287,3.1643558048256506,,,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
34,61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,4.215,0.050201,5.1,0.12,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],4.34,8.50332,4.54052,[Fe/H],Radial Velocity,,,,0.6247975789607612,-1.2992876316566475,0.7075701760979364,5.577,0.8032296924330407,0.050024280870197,0.050201,catalog_semi_major_axis,318.72418382496323,2.50341501767285,0.0,too_hot,319.63631383387343,0.0131868621229022,-1.8798585346153895,4.446585387520561,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,0.0,Low-mass short-period
35,61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,38.021,0.2175,18.2,0.14,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],4.34,8.50332,4.54052,[Fe/H],Radial Velocity,,,,1.5800235351693668,-0.6625407387093438,1.260071387985075,5.577,0.8032296924330407,0.2167694912029437,0.2175,catalog_semi_major_axis,16.979356690353615,1.2299212317782422,0.0,too_hot,319.63631383387343,0.1189508148932066,-0.924632578406784,4.446585387520561,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,3.0,Intermediate-mass moderate-period
36,61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,123.01,0.476,22.9,0.35,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],4.34,8.50332,4.54052,[Fe/H],Radial Velocity,,,,2.0899404184986348,-0.3223930472795068,1.359835482339888,5.577,0.8032296924330407,0.4741794702453372,0.476,catalog_semi_major_axis,3.545078439168494,0.5496258489185682,0.0,too_hot,319.63631383387343,0.3848436322036073,-0.4147156950775161,4.446585387520561,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,3.0,Intermediate-mass moderate-period
37,7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,735.1,1.758,587.9855,0.06,,,,4826.0,4.87,1.34,0.21,[Fe/H],3.19,19.8101,3.67853,[Fe/H],Radial Velocity,,,,2.8663464227496016,0.245018870737753,2.769366616301251,4.826,11.590492840483693,1.7574071873252195,1.758,catalog_semi_major_axis,3.7502840389274232,0.5740641615590043,0.0,too_hot,1982.048387701421,0.3708789374473822,-0.4307678299502115,3.190046875935538,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
38,7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,996.0,2.153,276.5121,0.08,,,,4826.0,4.87,1.34,0.21,[Fe/H],3.19,19.8101,3.67853,[Fe/H],Radial Velocity,,,,2.998259338423699,0.3330440298234872,2.441714140516856,4.826,11.590492840483693,2.151861631545665,2.153,catalog_semi_major_axis,2.500425062919732,0.398013843387536,0.0,too_hot,1982.048387701421,0.5025104362638997,-0.2988549142761146,3.190046875935538,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
39,70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.688,0.481,2357.02728,0.3988,,,,5495.0,1.89,1.09,,,3.95,17.9011,4.76178,,Radial Velocity,,,,2.067026196218923,-0.3178549236261682,3.372364609034678,5.495,2.9341958985650094,0.4809495031169806,0.481,catalog_semi_major_axis,12.682327179451203,1.103198952951036,0.0,too_hot,784.3209306823051,0.1487758332529638,-0.827467608691124,3.922502889594136,,,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,2.0,Long-period giants
40,75 Cet b,75 Cet,2,1,Radial Velocity,2012,Okayama Astrophysical Observatory,691.9,2.1,953.49,0.117,,,G3 III,4846.0,10.5,2.49,0.0,[Fe/H],2.63,82.9613,5.09343,[Fe/H],Radial Velocity,,,,2.840043330603494,0.3222192947339193,2.9793161426179,4.846,54.77809787546882,2.0750816329195017,2.1,catalog_semi_major_axis,12.421337386727624,1.0941683581921609,0.0,too_hot,4660.642185097323,0.1484559364399161,-0.8284024311999717,2.79182074895586,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
41,8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,0.49,416.3573,0.06,,,,4847.0,10.3,1.44,-0.03,[Fe/H],2.57,162.552,6.55896,[Fe/H],Radial Velocity,,,,1.9703468762300933,-0.3098039199714863,2.6194661835540014,4.847,52.75470983160543,0.4549446879338435,0.49,catalog_semi_major_axis,219.71974107290893,2.341869078558528,0.0,too_hot,5958.060481584697,0.0156762423424003,-1.8047580312902824,2.5706880426849046,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
42,81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,952.7,2.5,1684.4,0.206,,,G5 III,4785.0,11.0,2.4,-0.06,[Fe/H],2.35,101.26,5.37588,[Fe/H],Radial Velocity,,,,2.9789561652175918,0.3979400086720376,3.226445232748228,4.785,57.14889652011112,2.5369644075488185,2.5,catalog_semi_major_axis,9.14382344321778,0.961127831737998,0.0,too_hot,4900.501094879925,0.1944086903674783,-0.7112843253444947,2.735425871395156,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
43,91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,Lick Observatory,181.4,0.7,1017.0,0.027,,,K0 III,4665.0,11.0,1.4,-0.03,[Fe/H],2.52,44.0304,3.95311,[Fe/H],Radial Velocity,,,,2.2586372827240764,-0.1549019599857432,3.0073209529227447,4.665,51.62816305049214,0.7015749122835863,0.7,catalog_semi_major_axis,105.36359806222887,2.022690592932185,0.0,too_hot,5945.53871605182,0.0305102714259104,-1.515553928763663,2.501342665361788,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,Giant / evolved host,2.0,Long-period giants
44,AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,,260.0,4290.5,,,,K2 V,,,,,,,50.0475,8.8378,,Imaging,,,,,2.4149733479708178,3.632507906307724,,,,260.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,False,False,False,True,False,Ordinary dwarf / unflagged,,
45,AU Mic b,AU Mic,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,0.0645,17.0,0.0,,593.0,,3700.0,0.75,0.5,,,,9.7221,7.84038,,Transit,,,,0.9275243408750288,-1.1904402853647322,1.230448921378274,3.7,0.0949782434477473,0.0645078764704372,0.0645,catalog_semi_major_axis,22.829936529715123,1.3585047040950182,0.0,too_hot,88.37375783023606,0.0957637222608234,-1.0187989815874616,4.386847477552618,,,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,0.0,Low-mass short-period
