row_id,planet_name,planet_host,num_stars,num_planets,discovery_method,discovery_year,discovery_facility,orbital_period_days,semi_major_axis_au,planet_mass_earth,eccentricity,insolation_flux_earth,equilibrium_temperature_k,spectral_type,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,stellar_metallicity_dex,stellar_metallicity_ratio_raw,stellar_logg_cgs,distance_pc,gaia_magnitude,stellar_metallicity_ratio_clean,discovery_method_group,hz_reported,flux_zone_reported,log10_insolation_reported,log10_orbital_period_days,log10_semi_major_axis_au,log10_planet_mass_earth,stellar_teff_1000k,stellar_luminosity_solar,semi_major_axis_kepler_au,semi_major_axis_best_au,semi_major_axis_source,insolation_derived_earth,log10_insolation_derived,hz_derived,flux_zone_derived,earth_equivalent_period_days,period_to_earth_equivalent_ratio,log10_period_to_earth_equivalent_ratio,stellar_logg_calculated_cgs,reported_to_derived_flux_ratio,reported_derived_zone_agreement,orbital_period_days_missing,semi_major_axis_au_missing,planet_mass_earth_missing,eccentricity_missing,insolation_flux_earth_missing,equilibrium_temperature_k_missing,spectral_type_missing,stellar_teff_k_missing,stellar_radius_solar_missing,stellar_mass_solar_missing,stellar_metallicity_dex_missing,stellar_metallicity_ratio_raw_missing,stellar_logg_cgs_missing,distance_pc_missing,gaia_magnitude_missing,eligible_reported_core_model,eligible_derived_flux_analysis,compact_or_hot_subdwarf_host_flag,giant_or_evolved_host_flag,ultra_short_period_flag,high_mass_companion_flag,extreme_wide_period_flag,host_regime_annotation,cluster_numeric_id,cluster_label
1234,K2-183 c,K2-183,1,3,Transit,2018,K2,10.792635,0.0932,,,,787.0,,5519.0,0.97,0.93,0.09,[Fe/H],4.43,329.041,12.6702,[Fe/H],Transit,,,,1.03312748974789,-1.0305840876460186,,5.519,0.7864656430463983,0.0932937377089666,0.0932,catalog_semi_major_axis,90.54155112527378,1.9568479303997544,0.0,too_hot,316.30682777191885,0.0341207778410092,-1.4669810769122646,4.432939480021445,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1235,K2-183 d,K2-183,1,3,Transit,2018,K2,22.631964,0.1527,,,,615.0,,5519.0,0.97,0.93,0.09,[Fe/H],4.43,329.041,12.6702,[Fe/H],Transit,,,,1.354722243630015,-0.8161609629435788,,5.519,0.7864656430463983,0.1528442113998508,0.1527,catalog_semi_major_axis,33.72886141770327,1.528001680994875,0.0,too_hot,316.30682777191885,0.0715506654074484,-1.1453863230301398,4.432939480021445,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1236,K2-184 b,K2-184,1,1,Transit,2018,K2,16.9780102,0.1685,,,,533.0,,5245.0,0.75,0.84,-0.1,[Fe/H],4.62,75.5857,10.13,[Fe/H],Transit,,,,1.2298867901601565,-0.7734000947926425,,5.245,0.3835298823404859,0.1219806113702213,0.1685,catalog_semi_major_axis,13.5082595546491,1.1305993968011656,0.0,too_hot,194.22269990385308,0.0874151693309005,-1.0584131968271473,4.612156759278482,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1237,K2-185 b,K2-185,1,2,Transit,2018,K2,10.616384,,,,,809.0,,5788.0,0.94,0.96,-0.1,[Fe/H],4.48,268.357,12.0636,[Fe/H],Transit,,,,1.0259766187924146,,,5.788,0.893438179423546,0.0932569785308807,0.0932569785308807,kepler_from_period,102.7310735031072,2.011701826360418,0.0,too_hot,342.5728877076913,0.0309901465671699,-1.5087763697703134,4.47401552584017,,,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1238,K2-185 c,K2-185,1,2,Transit,2018,K2,52.713494,,,,,477.0,,5788.0,0.94,0.96,-0.1,[Fe/H],4.48,268.357,12.0636,[Fe/H],Transit,,,,1.721921803439944,,,5.788,0.893438179423546,0.2714218441250632,0.2714218441250632,kepler_from_period,12.12760137227971,1.0837749134970454,0.0,too_hot,342.5728877076913,0.1538752653566066,-0.8128311851227841,4.47401552584017,,,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1239,K2-186 b,K2-186,1,1,Transit,2018,K2,41.474219,,,,,,,5784.0,0.98,1.02,0.06,[Fe/H],4.45,330.739,12.1713,[Fe/H],Transit,,,,1.61777821658467,,,5.784,0.9684116354564746,0.23604350340806,0.23604350340806,kepler_from_period,17.38104544272089,1.2400758950326682,0.0,too_hot,353.0491236881277,0.1174743575815727,-0.9300569212745012,4.464148020376928,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1240,K2-187 b,K2-187,1,4,Transit,2018,K2,0.77392,0.0164,,,,1815.0,,5484.0,0.92,0.98,0.23,[Fe/H],4.5,330.916,12.8673,[Fe/H],Transit,,,,-0.1113039299556199,-1.785156151952302,,5.484,0.6896998784890533,0.0163862378903619,0.0164,catalog_semi_major_axis,2564.3213804619763,3.4089724533797883,0.0,too_hot,279.2365726695179,0.0027715567219625,-2.557276228822096,4.501650421001385,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,Ordinary dwarf / unflagged,,
1241,K2-187 c,K2-187,1,4,Transit,2018,K2,2.872042,0.0392,,,,1173.0,,5484.0,0.92,0.98,0.23,[Fe/H],4.5,330.916,12.8673,[Fe/H],Transit,,,,0.4581907866269716,-1.4067139329795428,,5.484,0.6896998784890533,0.039277370003701,0.0392,catalog_semi_major_axis,448.8363432482907,2.65208801543427,0.0,too_hot,279.2365726695179,0.0102853360952797,-1.9877815122395035,4.501650421001385,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1242,K2-187 d,K2-187,1,4,Transit,2018,K2,7.14921,0.072,,,,865.0,,5484.0,0.92,0.98,0.23,[Fe/H],4.5,330.916,12.8673,[Fe/H],Transit,,,,0.8542580541652528,-1.1426675035687317,,5.484,0.6896998784890533,0.0721418449830062,0.072,catalog_semi_major_axis,133.04395804186987,2.123995156612648,0.0,too_hot,279.2365726695179,0.0256026992870351,-1.5917142447012222,4.501650421001385,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1243,K2-187 e,K2-187,1,4,Transit,2018,K2,13.609878,0.1106,,,,698.0,,5484.0,0.92,0.98,0.23,[Fe/H],4.5,330.916,12.8673,[Fe/H],Transit,,,,1.133854232171427,-0.9562448730313206,,5.484,0.6896998784890533,0.1108114650942523,0.1106,catalog_semi_major_axis,56.38322273780802,1.7511498955378255,0.0,too_hot,279.2365726695179,0.0487395969299034,-1.3121180666950485,4.501650421001385,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1244,K2-188 b,K2-188,1,2,Transit,2018,K2,1.742169,0.0289,,,,1692.0,,5977.0,1.19,1.06,-0.01,[Fe/H],4.31,446.821,12.4903,[Fe/H],Transit,,,,0.2410902816747612,-1.5391021572434522,,5.977,1.628252135491124,0.02889140483616,0.0289,catalog_semi_major_axis,1949.5122609776272,3.289925970920866,0.0,too_hot,511.3620970444108,0.0034069185222554,-2.4676382526246594,4.312211942479709,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1245,K2-188 c,K2-188,1,2,Transit,2018,K2,7.810253,0.0785,,,,1026.0,,5977.0,1.19,1.06,-0.01,[Fe/H],4.31,446.821,12.4903,[Fe/H],Transit,,,,0.8926651023439163,-1.1051303432547477,,5.977,1.628252135491124,0.0785510280976702,0.0785,catalog_semi_major_axis,264.23013274228146,2.4219823429434566,0.0,too_hot,511.3620970444108,0.0152734296208928,-1.816063431955504,4.312211942479709,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1246,K2-189 b,K2-189,1,2,Transit,2018,K2,2.588309,0.0361,,,,1197.0,,5519.0,0.87,0.94,0.0,[Fe/H],4.53,242.113,12.2538,[Fe/H],Transit,,,,0.4130161224542253,-1.442492798094342,,5.519,0.6326664313123807,0.0361404217554545,0.0361,catalog_semi_major_axis,485.4677537099782,2.686160388001149,0.0,too_hot,267.2436481367227,0.0096852030648669,-2.013891269211608,4.532089348362461,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1247,K2-189 c,K2-189,1,2,Transit,2018,K2,6.679195,0.068,,,,872.0,,5519.0,0.87,0.94,0.0,[Fe/H],4.53,242.113,12.2538,[Fe/H],Transit,,,,0.824724122935872,-1.1674910872937636,,5.519,0.6326664313123807,0.0679931586159251,0.068,catalog_semi_major_axis,136.82232511080895,2.136156966399992,0.0,too_hot,267.2436481367227,0.0249929045893839,-1.6021832687299618,4.532089348362461,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1248,K2-19 b,K2-19,1,3,Transit,2015,K2,7.9194,0.074,,,125.9,854.0,G9 V,5430.0,0.86,0.93,0.1,[Fe/H],4.63,289.827,12.8153,[Fe/H],Transit,0.0,too_hot,2.100025730107862,0.898692279246063,-1.1307682802690238,,5.43,0.5792831968056351,0.0758977706070359,0.074,catalog_semi_major_axis,105.78582848897648,2.0244274916947447,0.0,too_hot,251.48781562547444,0.0314901935917002,-1.5018246694508264,4.537486046066799,1.190140511241726,True,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1249,K2-19 c,K2-19,1,3,Transit,2015,K2,11.90715,0.0971,,,73.1,745.0,G9 V,5430.0,0.86,0.93,0.1,[Fe/H],4.63,289.827,12.8153,[Fe/H],Transit,0.0,too_hot,1.8639173769578603,1.0758078246742733,-1.012780770091995,,5.43,0.5792831968056351,0.0996107131909418,0.0971,catalog_semi_major_axis,61.44017886426609,1.788452471340687,0.0,too_hot,251.48781562547444,0.0473468266062344,-1.324709124022616,4.537486046066799,1.189775182157149,True,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1250,K2-19 d,K2-19,1,3,Transit,2016,K2,2.50856,0.0344,,,583.5,1252.0,G9 V,5430.0,0.86,0.93,0.1,[Fe/H],4.63,289.827,12.8153,[Fe/H],Transit,0.0,too_hot,2.766040860381389,0.39942449298876,-1.4634415574284698,,5.43,0.5792831968056351,0.0352682433246565,0.0344,catalog_semi_major_axis,489.52406436387497,2.689774046013637,0.0,too_hot,251.48781562547444,0.0099748768892082,-2.0010924557081293,4.537486046066799,1.1919740876441784,True,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1251,K2-190 b,K2-190,1,2,Transit,2018,K2,10.098858,,,,,,,5631.0,0.91,0.9,-0.19,[Fe/H],4.38,160.679,10.9586,[Fe/H],Transit,,,,1.0042722656302052,,,5.631,0.7501007579820526,0.0882813292759935,0.0882813292759935,kepler_from_period,96.24581992915034,1.9833818766623512,0.0,too_hot,310.31921867844176,0.0325434500737919,-1.4875364074967636,4.474159724797138,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1252,K2-190 c,K2-190,1,2,Transit,2018,K2,21.574023,,,,,,,5631.0,0.91,0.9,-0.19,[Fe/H],4.38,160.679,10.9586,[Fe/H],Transit,,,,1.3339311373969245,,,5.631,0.7501007579820526,0.1464338379038149,0.1464338379038149,kepler_from_period,34.9813619654371,1.5438367143067258,0.0,too_hot,310.31921867844176,0.0695220331240759,-1.1578775357300444,4.474159724797138,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1253,K2-191 b,K2-191,1,1,Transit,2018,K2,2.858646,,,,,,,5176.0,0.84,0.9,0.31,[Fe/H],4.57,287.188,12.9948,[Fe/H],Transit,,,,0.4561603778954491,,,5.176,0.4562788655436786,0.0380593124743357,0.0380593124743357,kepler_from_period,314.99849276122467,2.4983084757354765,0.0,too_hot,213.742918320451,0.0133742255531208,-1.8737313568016076,4.543683937315562,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1254,K2-192 b,K2-192,1,1,Transit,2018,K2,4.162817,0.049,,,,939.0,,5222.0,0.81,0.9,0.15,[Fe/H],4.57,221.753,12.45,[Fe/H],Transit,,,,0.61938731945342,-1.3098039199714864,,5.222,0.4395539812487021,0.0488966267940306,0.049,catalog_semi_major_axis,183.0712125150779,2.262620057962148,0.0,too_hot,207.8395212743432,0.0200289962875019,-1.6983408139476337,4.575272471682025,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1255,K2-193 b,K2-193,1,1,Transit,2018,K2,14.786889,0.1184,,,,739.0,,5817.0,0.98,1.01,0.0,[Fe/H],4.46,411.923,13.0947,[Fe/H],Transit,,,,1.1698768127899593,-0.926648297613099,,5.817,0.9907021760116476,0.118294580924313,0.1184,catalog_semi_major_axis,70.67075191828886,1.8492397121188329,0.0,too_hot,360.8999944530402,0.0409722616438666,-1.3875100625945298,4.459869222397653,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1256,K2-194 b,K2-194,1,1,Transit,2018,K2,39.721386,,,,,,,5979.0,1.28,1.11,0.1,[Fe/H],4.21,629.51,12.8383,[Fe/H],Transit,,,,1.5990243939434383,,,5.979,1.886378610251766,0.2359013570126886,0.2359013570126886,kepler_from_period,33.89752463145372,1.5301679849832663,0.0,too_hot,558.0207939483554,0.071182626939304,-1.1476259887374498,4.268903039490921,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1257,K2-195 b,K2-195,1,2,Transit,2018,K2,15.852975,0.1208,,,,720.0,,5713.0,0.99,0.94,-0.1,[Fe/H],4.42,315.014,12.3238,[Fe/H],Transit,,,,1.200110774745822,-0.917933065714887,,5.713,0.9406368657400596,0.1209826197967489,0.1208,catalog_semi_major_axis,64.45967732638232,1.8092881271812435,0.0,too_hot,359.8262101125694,0.0440573103194469,-1.3559820198742651,4.419857464404598,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1258,K2-195 c,K2-195,1,2,Transit,2018,K2,28.482786,,,,,,,5712.0,0.91,0.96,-0.09,[Fe/H],4.55,315.014,12.3238,[Fe/H],Transit,,,,1.4545824668907397,,,5.712,0.7942007448369586,0.1800605500667218,0.1800605500667218,kepler_from_period,24.495885590276224,1.3890931449565802,0.0,too_hot,313.61897104839085,0.0908197163736155,-1.0418198587174352,4.502188448397381,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1259,K2-196 b,K2-196,1,1,Transit,2018,K2,48.324222,,,,,,,6045.0,1.54,1.16,0.01,[Fe/H],4.08,584.877,11.9274,[Fe/H],Transit,,,,1.6841648707952253,,,6.045,2.85312876804024,0.2728155331440501,0.2728155331440501,kepler_from_period,38.333915839167695,1.5835831850377955,0.0,too_hot,744.4786704187475,0.0649101497734233,-1.1876873887783468,4.127416547553992,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1260,K2-197 b,K2-197,1,1,Transit,2018,K2,8.357881,0.0806,,,,848.0,,5667.0,0.93,1.0,0.08,[Fe/H],4.5,247.637,11.9937,[Fe/H],Transit,,,,0.9220961833413156,-1.0936649581949094,,5.667,0.80366204471487,0.0806004201765221,0.0806,catalog_semi_major_axis,123.70959194300654,2.092403374377847,0.0,too_hot,310.0240019744877,0.0269588191455182,-1.5692991347560397,4.501034102892129,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1261,K2-198 b,K2-198,1,3,Transit,2018,K2,17.0428683,,,,,716.0,,5212.9,0.76,0.8,,,,110.567,10.9955,,Transit,,,,1.2315426879678029,,,5.212899999999999,0.3842726455466896,0.1203182863813523,0.1203182863813523,kepler_from_period,26.544600558889677,1.4239761944963405,0.0,too_hot,199.30804712934508,0.0855101865954247,-1.0679821458722556,4.579462802430361,,,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1262,K2-198 c,K2-198,1,3,Transit,2019,K2,3.3596055,,,,,1230.0,,5212.9,0.76,0.8,,,,110.567,10.9955,,Transit,,,,0.5262882835708445,,,5.212899999999999,0.3842726455466896,0.0407532299464482,0.0407532299464482,kepler_from_period,231.37445051027265,2.364315400358952,0.0,too_hot,199.30804712934508,0.0168563464867011,-1.7732365502692138,4.579462802430361,,,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1263,K2-198 d,K2-198,1,3,Transit,2019,K2,7.4500177,,,,,943.0,,5212.9,0.76,0.8,,,,110.567,10.9955,,Transit,,,,0.8721573045608026,,,5.212899999999999,0.3842726455466896,0.069301300131897,0.069301300131897,kepler_from_period,80.01229098533307,1.903156705705674,0.0,too_hot,199.30804712934508,0.0373794124587712,-1.4273675292792556,4.579462802430361,,,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1264,K2-199 b,K2-199,1,2,Transit,2018,K2,3.225338,0.0385,,,,861.0,,4648.0,0.68,0.73,-0.11,[Fe/H],4.64,107.518,11.9053,[Fe/H],Transit,,,,0.5085752333412367,-1.4145392704914994,,4.648,0.1944361500741714,0.0384678244864239,0.0385,catalog_semi_major_axis,131.176353566653,2.1178555542387425,0.0,too_hot,125.17325751737484,0.0257669894030863,-1.5889363211466776,4.636305034707983,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1265,K2-199 c,K2-199,1,2,Transit,2018,K2,7.374694,0.0668,,,,653.0,,4648.0,0.68,0.73,-0.11,[Fe/H],4.64,107.518,11.9053,[Fe/H],Transit,,,,0.8677440047358239,-1.1752235375244544,,4.648,0.1944361500741714,0.0667641729451533,0.0668,catalog_semi_major_axis,43.573664812778205,1.6392240883046525,0.0,too_hot,125.17325751737484,0.0589158910318871,-1.2297675497520903,4.636305034707983,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1266,K2-200 b,K2-200,1,1,Transit,2018,K2,2.849883,,,,,,,5233.0,0.79,0.86,-0.04,[Fe/H],4.71,184.131,12.2315,[Fe/H],Transit,,,,0.4548270307111756,,,5.233,0.4216497351335233,0.037410256664439,0.037410256664439,kepler_from_period,301.28010651812724,2.4789704562182173,0.0,too_hot,206.08902892030804,0.0138284071448655,-1.859227842163663,4.577244268662684,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1267,K2-201 b,K2-201,1,2,Transit,2018,K2,1.05979,,,,,,,5507.0,0.88,0.96,0.13,[Fe/H],4.68,197.932,11.9432,[Fe/H],Transit,,,,0.0252198172680365,,,5.507,0.6416827440724733,0.0200682794279569,0.0200682794279569,kepler_from_period,1593.3092653224433,3.2023000816309923,0.0,too_hot,267.2667166968457,0.0039652898538881,-2.401725061223244,4.53130588873923,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1268,K2-201 c,K2-201,1,2,Transit,2018,K2,22.779878,,,,,,,5507.0,0.88,0.96,0.13,[Fe/H],4.68,197.932,11.9432,[Fe/H],Transit,,,,1.3575513938401549,,,5.507,0.6416827440724733,0.1551426446856212,0.1551426446856212,kepler_from_period,26.659867064319265,1.4258579795348347,0.0,too_hot,267.2667166968457,0.0852327528153783,-1.0693934846511262,4.53130588873923,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1269,K2-202 b,K2-202,1,1,Transit,2018,K2,3.405164,,,,,,,5491.0,0.91,0.97,0.27,[Fe/H],4.55,300.397,13.0435,[Fe/H],Transit,,,,0.5321380333060278,,,5.491,0.6782397978680776,0.0438486052641363,0.0438486052641363,kepler_from_period,352.75380095643385,2.54747170201678,0.0,too_hot,277.1671842361991,0.0122855958196629,-1.9106037765125847,4.506688949624058,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1270,K2-203 b,K2-203,1,1,Transit,2018,K2,9.695101,,,,,,,5000.0,0.76,0.79,-0.07,[Fe/H],4.43,166.147,12.1219,[Fe/H],Transit,,,,0.9865523377586328,,,5.0,0.3252384721330347,0.0822590657104786,0.0822590657104786,kepler_from_period,48.06559991174648,1.6818343671564726,0.0,too_hot,176.98159841393277,0.0547802770846528,-1.2613757753673545,4.573999906728859,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1271,K2-204 b,K2-204,1,1,Transit,2018,K2,7.055784,,,,,,,5755.0,1.18,1.01,0.07,[Fe/H],4.23,577.235,12.8893,[Fe/H],Transit,,,,0.8485452771912305,,,5.755,1.3760684473725615,0.0722343595089632,0.0722343595089632,kepler_from_period,263.72565774514703,2.42115238415471,0.0,too_hot,461.7528294408518,0.0152804347913666,-1.8158642881160327,4.298557359170391,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1272,K2-205 b,K2-205,1,1,Transit,2018,K2,26.672263,,,,,,,5890.0,1.08,0.95,-0.26,[Fe/H],4.25,405.301,12.2509,[Fe/H],Transit,,,,1.4260598648356702,,,5.89,1.264746250135424,0.171746394488109,0.171746394488109,kepler_from_period,42.87737043460116,1.6322281432714667,0.0,too_hot,446.9212165649352,0.0596800107298657,-1.2241711074536,4.348876094314948,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1273,K2-206 b,K2-206,1,1,Transit,2018,K2,18.294549,,,,,,,5043.0,0.76,0.79,-0.14,[Fe/H],4.46,244.443,12.8274,[Fe/H],Transit,,,,1.2623217076610749,,,5.043,0.3365718326574125,0.1256116785507336,0.1256116785507336,kepler_from_period,21.3313199242296,1.3290177292456753,0.0,too_hot,181.58710490027596,0.1007480625347653,-0.9967632969342566,4.573999906728859,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1274,K2-207 b,K2-207,1,1,Transit,2018,K2,12.48749,,,,,,,5522.0,0.93,0.94,0.11,[Fe/H],4.41,363.064,12.9687,[Fe/H],Transit,,,,1.0964751534505306,,,5.522,0.724513057011072,0.1031888020030753,0.1031888020030753,kepler_from_period,68.04262750217973,1.832781075776294,0.0,too_hot,295.8427700776153,0.0422098873557865,-1.3745858068322203,4.474161956491828,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1275,K2-208 b,K2-208,1,1,Transit,2018,K2,4.190948,,,,,,,5582.0,0.86,0.93,-0.11,[Fe/H],4.62,256.887,12.3135,[Fe/H],Transit,,,,0.6223122722742733,,,5.582,0.646920541518467,0.0496564515102876,0.0496564515102876,kepler_from_period,262.36118198998633,2.418899578818549,0.0,too_hot,273.20393885039016,0.0153399984554945,-1.814174684113912,4.537486046066799,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1276,K2-209 b,K2-209,1,1,Transit,2018,K2,2.080615,,,,,,,4720.0,0.71,0.74,-0.06,[Fe/H],4.46,76.4986,10.7447,[Fe/H],Transit,,,,0.3181917251686881,,,4.72,0.2254132300668611,0.0288499395132832,0.0288499395132832,kepler_from_period,270.8255216812829,2.432689588384886,0.0,too_hot,138.90213350647107,0.0149789995839269,-1.8245171912886649,4.604715022292825,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1277,K2-21 b,K2-21,1,2,Transit,2015,K2,9.325038,0.076,,0.1,10.0,,,4222.06,0.65,0.68,,,,83.6448,12.2785,,Transit,0.0,too_hot,1.0,0.9696506102562412,-1.1191864077192086,,4.222060000000001,0.1209536634486361,0.0762447412083661,0.076,catalog_semi_major_axis,20.94073120648133,1.3209918422614322,0.0,too_hot,90.84479272893172,0.1026480188889265,-0.9886494281142362,4.644682199420525,0.4775382435979559,True,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1278,K2-21 c,K2-21,1,2,Transit,2015,K2,15.50192,0.107,,0.21,5.1,,,4222.06,0.65,0.68,,,,83.6448,12.2785,,Transit,0.0,too_hot,0.7075701760979364,1.190385491316414,-0.9706162223147904,,4.222060000000001,0.1209536634486361,0.1069957388430282,0.107,catalog_semi_major_axis,10.564561398256284,1.0238514714525957,0.0,too_hot,90.84479272893172,0.1706418115373501,-0.7679145470540633,4.644682199420525,0.4827460230238968,True,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
1279,K2-210 b,K2-210,1,1,Transit,2018,K2,0.570233,,,,,,,5396.0,0.85,0.91,0.05,[Fe/H],4.55,176.51,11.5845,[Fe/H],Transit,,,,-0.2439476532082515,,,5.396,0.5518490836556206,0.0130413298314608,0.0130413298314608,kepler_from_period,3244.7150855691,3.511176567947611,0.0,too_hot,245.15162297784505,0.0023260421166028,-2.633382425960708,4.538203540892508,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,Ordinary dwarf / unflagged,,
1280,K2-211 b,K2-211,1,1,Transit,2018,K2,0.669558,,,,,,,5221.0,0.82,0.88,0.11,[Fe/H],4.6,272.297,12.9329,[Fe/H],Transit,,,,-0.1742117965624643,,,5.221,0.4501292013209739,0.014353557164756,0.014353557164756,kepler_from_period,2184.8322683336487,3.339418101382755,0.0,too_hot,213.9694544994807,0.0031292223535655,-2.504563576037066,4.554854967382735,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,Ordinary dwarf / unflagged,,
1281,K2-212 b,K2-212,1,1,Transit,2018,K2,9.79551,0.0785,,,,542.0,,4272.0,0.65,0.67,0.03,[Fe/H],4.64,109.218,12.55,[Fe/H],Transit,,,,0.99102705231848,-1.1051303432547477,,4.272,0.1267787308024275,0.0784000162513627,0.0785,catalog_semi_major_axis,20.573448140277904,1.3133070861913798,0.0,too_hot,94.80639284199698,0.1033211970876801,-0.9858105706988548,4.638248089415114,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,Ordinary dwarf / unflagged,,
