row_id,planet_name,planet_host,num_stars,num_planets,discovery_method,discovery_year,discovery_facility,orbital_period_days,semi_major_axis_au,planet_mass_earth,eccentricity,insolation_flux_earth,equilibrium_temperature_k,spectral_type,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,stellar_metallicity_dex,stellar_metallicity_ratio_raw,stellar_logg_cgs,distance_pc,gaia_magnitude,stellar_metallicity_ratio_clean,discovery_method_group,hz_reported,flux_zone_reported,log10_insolation_reported,log10_orbital_period_days,log10_semi_major_axis_au,log10_planet_mass_earth,stellar_teff_1000k,stellar_luminosity_solar,semi_major_axis_kepler_au,semi_major_axis_best_au,semi_major_axis_source,insolation_derived_earth,log10_insolation_derived,hz_derived,flux_zone_derived,earth_equivalent_period_days,period_to_earth_equivalent_ratio,log10_period_to_earth_equivalent_ratio,stellar_logg_calculated_cgs,reported_to_derived_flux_ratio,reported_derived_zone_agreement,orbital_period_days_missing,semi_major_axis_au_missing,planet_mass_earth_missing,eccentricity_missing,insolation_flux_earth_missing,equilibrium_temperature_k_missing,spectral_type_missing,stellar_teff_k_missing,stellar_radius_solar_missing,stellar_mass_solar_missing,stellar_metallicity_dex_missing,stellar_metallicity_ratio_raw_missing,stellar_logg_cgs_missing,distance_pc_missing,gaia_magnitude_missing,eligible_reported_core_model,eligible_derived_flux_analysis
2902,Kepler-29 c,Kepler-29,1,2,Transit,2011,Kepler,13.28613,,4.5,0.0,34.4,,,5378.0,0.73,0.76,-0.44,[Fe/H],4.6,832.532,15.2819,[Fe/H],Transit,0,too_hot,1.5365584425715302,1.123398497541511,,0.6532125137753437,5.378,0.4016276666409771,0.10018669405276938,0.10018669405276938,kepler_from_period,40.01322258555625,1.6022035300034534,0,too_hot,211.37379512546414,0.0628560886277971,-1.2016526475025902,4.592167872039879,0.8597158083542493,True,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2903,Kepler-290 b,Kepler-290,1,2,Transit,2014,Kepler,14.589347,0.11,,,,,,5147.0,0.74,,,,4.62,694.627,15.5648,,Transit,,,,1.1640358538781506,-0.958607314841775,,5.147,0.3462380736063972,,0.11,catalog_semi_major_axis,28.614716826974973,1.456589452460354,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2904,Kepler-290 c,Kepler-290,1,2,Transit,2014,Kepler,36.77031,0.205,,,,,,5147.0,0.74,,,,4.62,694.627,15.5648,,Transit,,,,1.5654972912972516,-0.6882461389442457,,5.147,0.3462380736063972,,0.205,catalog_semi_major_axis,8.238859574215283,0.9158671006652955,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2905,Kepler-291 b,Kepler-291,1,2,Transit,2014,Kepler,3.546511,0.047,,,,,,6002.0,1.02,,,,4.47,1786.48,15.8985,,Transit,,,,0.5498013112117293,-1.3279021420642825,,6.002,1.2164073010949386,,0.047,catalog_semi_major_axis,550.6597107718146,2.740883302321909,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2906,Kepler-291 c,Kepler-291,1,2,Transit,2014,Kepler,5.700786,0.065,,,,,,6002.0,1.02,,,,4.47,1786.48,15.8985,,Transit,,,,0.7559347384671192,-1.1870866433571443,,6.002,1.2164073010949386,,0.065,catalog_semi_major_axis,287.9070535135949,2.4592523049076327,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2907,Kepler-292 b,Kepler-292,1,5,Transit,2014,Kepler,2.580827,0.035,,,,,,5299.0,0.83,,,,4.54,1056.48,15.9419,,Transit,,,,0.4117588935545245,-1.4559319556497243,,5.299,0.48935786544610954,,0.035,catalog_semi_major_axis,399.4758085274363,2.6014904844230884,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2908,Kepler-292 c,Kepler-292,1,5,Transit,2014,Kepler,3.715335,0.045,,,,,,5299.0,0.83,,,,4.54,1056.48,15.9419,,Transit,,,,0.5699979788212549,-1.3467874862246563,,5.299,0.48935786544610954,,0.045,catalog_semi_major_axis,241.65820515857263,2.3832015455729523,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2909,Kepler-292 d,Kepler-292,1,5,Transit,2014,Kepler,7.055679,0.068,,,,,,5299.0,0.83,,,,4.54,1056.48,15.9419,,Transit,,,,0.8485388142297926,-1.1674910872937636,,5.299,0.48935786544610954,,0.068,catalog_semi_major_axis,105.8299882020133,2.024608747711167,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2910,Kepler-292 e,Kepler-292,1,5,Transit,2014,Kepler,11.97901,0.097,,,,,,5299.0,0.83,,,,4.54,1056.48,15.9419,,Transit,,,,1.0784209274603733,-1.0132282657337552,,5.299,0.48935786544610954,,0.097,catalog_semi_major_axis,52.009551009258104,1.71608310459115,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2911,Kepler-292 f,Kepler-292,1,5,Transit,2014,Kepler,20.834237,0.141,,,,,,5299.0,0.83,,,,4.54,1056.48,15.9419,,Transit,,,,1.318777600173314,-0.8507808873446201,,5.299,0.48935786544610954,,0.141,catalog_semi_major_axis,24.614348646753665,1.39118834781288,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2912,Kepler-293 b,Kepler-293,1,2,Transit,2014,Kepler,19.254196,0.144,,,,,,5804.0,0.96,,,,4.5,974.633,15.3334,,Transit,,,,1.2845253884454508,-0.8416375079047503,,5.804,0.9422080088442317,,0.144,catalog_semi_major_axis,45.43827203145408,1.6574218072656042,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2913,Kepler-293 c,Kepler-293,1,2,Transit,2014,Kepler,54.155743,0.286,,,,,,5804.0,0.96,,,,4.5,974.633,15.3334,,Transit,,,,1.7336445185967484,-0.543633966870957,,5.804,0.9422080088442317,,0.286,catalog_semi_major_axis,11.518998592158932,1.0614147251980175,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2914,Kepler-294 b,Kepler-294,1,2,Transit,2014,Kepler,3.701212,0.048,,,,,,5913.0,0.98,,,,4.49,1357.01,15.8186,,Transit,,,,0.568343961559117,-1.3187587626244128,,5.913,1.0577386593467772,,0.048,catalog_semi_major_axis,459.08795978592764,2.6618959029444116,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2915,Kepler-294 c,Kepler-294,1,2,Transit,2014,Kepler,6.6264,0.071,,,,,,5913.0,0.98,,,,4.49,1357.01,15.8186,,Transit,,,,0.8212776483508692,-1.1487416512809248,,5.913,1.0577386593467772,,0.071,catalog_semi_major_axis,209.82714924554202,2.3218616802574354,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2916,Kepler-295 b,Kepler-295,1,3,Transit,2014,Kepler,12.645164,0.099,,,,,,5603.0,0.9,,,,4.44,1699.19,14.4325,,Transit,,,,1.1019244662492778,-1.00436480540245,,5.603,0.7192207673401925,,0.099,catalog_semi_major_axis,73.38238621979312,1.865591829867997,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2917,Kepler-295 c,Kepler-295,1,3,Transit,2014,Kepler,21.526258,0.142,,,,,,5603.0,0.9,,,,4.44,1699.19,14.4325,,Transit,,,,1.3329685411474683,-0.8477116556169435,,5.603,0.7192207673401925,,0.142,catalog_semi_major_axis,35.66855620611945,1.552285530296984,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2918,Kepler-295 d,Kepler-295,1,3,Transit,2014,Kepler,33.884054,0.192,,,,,,5603.0,0.9,,,,4.44,1699.19,14.4325,,Transit,,,,1.529995365191776,-0.7166987712964504,,5.603,0.7192207673401925,,0.192,catalog_semi_major_axis,19.51011196126824,1.2902597616559977,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2919,Kepler-296 b,Kepler-296,2,5,Transit,2014,Kepler,10.864384,0.079,,0.33,6.5,,,3740.0,0.48,0.5,-0.08,[Fe/H],4.77,,15.9015,[Fe/H],Transit,0,too_hot,0.8129133566428556,1.0360051072801122,-1.1023729087095586,,3.74,0.04061286185434836,0.07619619008571915,0.079,catalog_semi_major_axis,6.507428593870912,0.8134094112863859,0,too_hot,46.730767926128536,0.23248888221084432,-0.6335978105586644,4.774487529584844,0.998858444043795,True,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
2920,Kepler-296 c,Kepler-296,2,5,Transit,2014,Kepler,5.8416366,0.0521,,0.33,14.8,,,3740.0,0.48,0.5,-0.08,[Fe/H],4.77,,15.9015,[Fe/H],Transit,0,too_hot,1.1702617153949575,0.7665345366287012,-1.2831622767004756,,3.74,0.04061286185434836,0.05038325359447371,0.0521,catalog_semi_major_axis,14.961948215025867,1.1749881472682198,0,too_hot,46.730767926128536,0.12500621879859522,-0.9030683812100754,4.774487529584844,0.9891759941487281,True,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
2921,Kepler-296 d,Kepler-296,2,5,Transit,2014,Kepler,19.850291,0.118,,0.33,2.9,,,3740.0,0.48,0.5,-0.08,[Fe/H],4.77,,15.9015,[Fe/H],Transit,0,too_hot,0.4623979978989561,1.297766877787692,-0.9281179926938746,,3.74,0.04061286185434836,0.1138783336382685,0.118,catalog_semi_major_axis,2.9167525031850308,0.46489957925501807,0,too_hot,46.730767926128536,0.4247799015710401,-0.3718360400510844,4.774487529584844,0.994256453652911,True,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
2922,Kepler-296 e,Kepler-296,2,5,Transit,2014,Kepler,34.14211,0.169,,0.33,1.41,,,3740.0,0.48,0.5,-0.08,[Fe/H],4.77,,15.9015,[Fe/H],Transit,1,habitable_zone,0.14921911265537988,1.5332903572309828,-0.7721132953863264,,3.74,0.04061286185434836,0.16347703660417906,0.169,catalog_semi_major_axis,1.4219691836542263,0.15289018463992163,1,habitable_zone,46.730767926128536,0.7306130738953714,-0.1363125606077937,4.774487529584844,0.9915826701507922,True,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
2923,Kepler-296 f,Kepler-296,2,5,Transit,2014,Kepler,63.33627,0.255,,0.33,0.62,,,3740.0,0.48,0.5,-0.08,[Fe/H],4.77,,15.9015,[Fe/H],Transit,1,habitable_zone,-0.20760831050174613,1.8016524833157055,-0.5934598195660449,,3.74,0.04061286185434836,0.24681118693311438,0.255,catalog_semi_major_axis,0.6245730388980909,-0.2044167670006416,1,habitable_zone,46.730767926128536,1.3553440872215337,0.13204956547692898,4.774487529584844,0.9926781359212064,True,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
2924,Kepler-297 b,Kepler-297,1,2,Transit,2014,Kepler,38.871826,0.217,,,,,,5619.0,0.92,,,,4.47,692.14,14.1922,,Transit,,,,1.5896349420487506,-0.6635402661514705,,5.619,0.7601625910395519,,0.217,catalog_semi_major_axis,16.143103294602813,1.2079870256878245,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2925,Kepler-297 c,Kepler-297,1,2,Transit,2014,Kepler,74.920137,0.336,,,,,,5619.0,0.92,,,,4.47,692.14,14.1922,,Transit,,,,1.8745985628608295,-0.4736607226101559,,5.619,0.7601625910395519,,0.336,catalog_semi_major_axis,6.733299594667232,0.8282279386051953,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2926,Kepler-298 b,Kepler-298,1,3,Transit,2014,Kepler,10.475464,0.08,,,,,,4465.0,0.58,,,,4.71,518.204,15.4179,,Transit,,,,1.0201732686957685,-1.0969100130080565,,4.465,0.1204582502288861,,0.08,catalog_semi_major_axis,18.821601598263452,1.274656576354422,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2927,Kepler-298 c,Kepler-298,1,3,Transit,2014,Kepler,22.92881,0.136,,,,,,4465.0,0.58,,,,4.71,518.204,15.4179,,Transit,,,,1.3603815155304446,-0.8664610916297825,,4.465,0.1204582502288861,,0.136,catalog_semi_major_axis,6.512664912893928,0.813758733597874,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2928,Kepler-298 d,Kepler-298,1,3,Transit,2014,Kepler,77.473633,0.305,,,,,,4465.0,0.58,,,,4.71,518.204,15.4179,,Transit,,,,1.8891539219775435,-0.5157001606532142,,4.465,0.1204582502288861,,0.305,catalog_semi_major_axis,1.2949019105497028,0.11223687164473742,1,habitable_zone,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2929,Kepler-299 b,Kepler-299,1,4,Transit,2014,Kepler,2.927128,0.04,,,,,,5617.0,1.03,,,,4.39,1052.24,15.0103,,Transit,,,,0.4664417140560088,-1.3979400086720375,,5.617,0.9514519383643188,,0.04,catalog_semi_major_axis,594.6574614776993,2.774266872573162,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2930,Kepler-299 c,Kepler-299,1,4,Transit,2014,Kepler,6.885875,0.07,,,,,,5617.0,1.03,,,,4.39,1052.24,15.0103,,Transit,,,,0.8379591346476306,-1.154901959985743,,5.617,0.9514519383643188,,0.07,catalog_semi_major_axis,194.17386497230993,2.2881907752005732,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2931,Kepler-299 d,Kepler-299,1,4,Transit,2014,Kepler,15.054786,0.118,,,,,,5617.0,1.03,,,,4.39,1052.24,15.0103,,Transit,,,,1.1776745865057243,-0.9281179926938746,,5.617,0.9514519383643188,,0.118,catalog_semi_major_axis,68.3317967799712,1.8346228406168363,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2932,Kepler-299 e,Kepler-299,1,4,Transit,2014,Kepler,38.285489,0.22,,,,,,5617.0,1.03,,,,4.39,1052.24,15.0103,,Transit,,,,1.5830341984756775,-0.6575773191777937,,5.617,0.9514519383643188,,0.22,catalog_semi_major_axis,19.65809790008923,1.2935414935846745,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2933,Kepler-30 b,Kepler-30,1,3,Transit,2012,Kepler,29.33434,0.18,11.3,0.042,,,,5498.0,0.95,0.99,0.18,[Fe/H],4.77,914.221,15.3761,[Fe/H],Transit,,,,1.467376321371762,-0.744727494896694,1.0530784434834197,5.498,0.7429521826643001,0.18552500958971452,0.18,catalog_semi_major_axis,22.93062292173766,1.3604158527150556,0,too_hot,293.7604159757339,0.09985804214827625,-1.0006169531270481,4.478187984019854,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2934,Kepler-30 c,Kepler-30,1,3,Transit,2012,Kepler,60.323105,0.3,640.0,0.0111,,,,5498.0,0.95,0.99,0.18,[Fe/H],4.77,914.221,15.3761,[Fe/H],Transit,,,,1.7804836877964088,-0.5228787452803376,2.806179973983887,5.498,0.7429521826643001,0.30001343745501696,0.3,catalog_semi_major_axis,8.255024251825557,0.9167183534823429,0,too_hot,293.7604159757339,0.2053479697039338,-0.6875095867024015,4.478187984019854,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2935,Kepler-30 d,Kepler-30,1,3,Transit,2012,Kepler,143.34394,0.5,23.1,0.022,,,,5498.0,0.95,0.99,0.18,[Fe/H],4.77,914.221,15.3761,[Fe/H],Transit,,,,2.1563793374625453,-0.3010299956639812,1.3636119798921444,5.498,0.7429521826643001,0.5342417284131782,0.5,catalog_semi_major_axis,2.9718087306572003,0.47302085424963014,0,too_hot,293.7604159757339,0.48796206774108375,-0.3116139370362649,4.478187984019854,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2936,Kepler-300 b,Kepler-300,1,2,Transit,2014,Kepler,10.446347,0.094,,,,,,5986.0,0.9,,,,4.53,1098.45,14.1797,,Transit,,,,1.0189644478538622,-1.0268721464003014,,5.986,0.9369719274354033,,0.094,catalog_semi_major_axis,106.04028151147615,2.0254708720101164,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2937,Kepler-300 c,Kepler-300,1,2,Transit,2014,Kepler,40.714955,0.232,,,,,,5986.0,0.9,,,,4.53,1098.45,14.1797,,Transit,,,,1.6097539591273213,-0.6345120151091003,,5.986,0.9369719274354033,,0.232,catalog_semi_major_axis,17.408069400925296,1.2407506094277145,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2938,Kepler-301 b,Kepler-301,1,3,Transit,2014,Kepler,2.508553,0.036,,,,,,5815.0,0.9,,,,4.53,719.166,14.2737,,Transit,,,,0.39942328111198017,-1.4436974992327127,,5.815,0.8344082808068662,,0.036,catalog_semi_major_axis,643.8335500052981,2.8087736039161175,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2939,Kepler-301 c,Kepler-301,1,3,Transit,2014,Kepler,5.419026,0.06,,,,,,5815.0,0.9,,,,4.53,719.166,14.2737,,Transit,,,,0.7339212347233045,-1.2218487496163564,,5.815,0.8344082808068662,,0.06,catalog_semi_major_axis,231.7800780019073,2.365076104683405,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2940,Kepler-301 d,Kepler-301,1,3,Transit,2014,Kepler,13.751243,0.112,,,,,,5815.0,0.9,,,,4.53,719.166,14.2737,,Transit,,,,1.1383419566129904,-0.9507819773298184,,5.815,0.8344082808068662,,0.112,catalog_semi_major_axis,66.51851728371064,1.8229425601103288,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2941,Kepler-302 b,Kepler-302,1,2,Transit,2014,Kepler,30.184104,0.193,,,,,,5740.0,1.22,,,,4.29,1402.58,15.4911,,Transit,,,,1.4797782885667898,-0.7144426909922262,,5.74,1.4556666802544684,,0.193,catalog_semi_major_axis,39.079349251106564,1.5919473232400165,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2942,Kepler-302 c,Kepler-302,1,2,Transit,2014,Kepler,127.282184,0.503,,,,,,5740.0,1.22,,,,4.29,1402.58,15.4911,,Transit,,,,2.1047676186420676,-0.2984320149440726,,5.74,1.4556666802544684,,0.503,catalog_semi_major_axis,5.753418575048589,0.7599259711437093,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2943,Kepler-303 b,Kepler-303,1,2,Transit,2014,Kepler,1.937055,0.024,,,,,,3944.0,0.48,,,,4.77,209.738,14.396,,Transit,,,,0.28714195208586024,-1.6197887582883939,,3.944,0.050225562595263784,,0.024,catalog_semi_major_axis,87.19715728344407,1.9405023267188304,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2944,Kepler-303 c,Kepler-303,1,2,Transit,2014,Kepler,7.061149,0.057,,,,,,3944.0,0.48,,,,4.77,209.738,14.396,,Transit,,,,0.8488753758050845,-1.2441251443275085,,3.944,0.050225562595263784,,0.057,catalog_semi_major_axis,15.458775806483159,1.1891750987970595,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2945,Kepler-304 b,Kepler-304,1,4,Transit,2014,Kepler,3.295709,0.039,,,,,,4731.0,0.69,,,,4.63,434.684,14.8308,,Transit,,,,0.5179488579785004,-1.408935392973501,,4.731,0.21488429901288345,,0.039,catalog_semi_major_axis,141.2783030985427,2.150075469929947,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2946,Kepler-304 c,Kepler-304,1,4,Transit,2014,Kepler,5.315946,0.054,,,,,,4731.0,0.69,,,,4.63,434.684,14.8308,,Transit,,,,0.7255805606790586,-1.2676062401770316,,4.731,0.21488429901288345,,0.054,catalog_semi_major_axis,73.69146056683246,1.8674171643370086,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2947,Kepler-304 d,Kepler-304,1,4,Transit,2014,Kepler,9.653471,0.08,,,,,,4731.0,0.69,,,,4.63,434.684,14.8308,,Transit,,,,0.9846834962564855,-1.0969100130080565,,4.731,0.21488429901288345,,0.08,catalog_semi_major_axis,33.57567172076304,1.5260247099990583,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2948,Kepler-304 e,Kepler-304,1,4,Transit,2016,Kepler,1.49914695,,,,,,,4817.0,0.73,0.8,0.05,[Fe/H],4.61,434.684,14.8308,[Fe/H],Transit,,,,0.17584420552749175,,,4.817,0.25849194586004814,0.023797572008286614,0.023797572008286614,kepler_from_period,456.43791892796946,2.6593817165899827,0,too_hot,148.0404828657846,0.010126601325389797,-1.994536287442487,4.614444266751032,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2949,Kepler-305 b,Kepler-305,1,4,Transit,2013,Kepler,5.487,,10.5,,,,,,0.8,0.76,,,4.51,868.477,15.7661,,Transit,,,,0.7393349601960794,,1.021189299069938,,,0.05556069732827378,0.05556069732827378,kepler_from_period,,,,,,,,4.512633618296904,,,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
2950,Kepler-305 c,Kepler-305,1,4,Transit,2013,Kepler,8.291,,6.0,,,,,,0.8,0.76,,,4.51,868.477,15.7661,,Transit,,,,0.9186069151449819,,0.7781512503836436,,,0.07316145340327089,0.07316145340327089,kepler_from_period,,,,,,,,4.512633618296904,,,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
2951,Kepler-305 d,Kepler-305,1,4,Transit,2014,Kepler,16.738661,0.121,,,,,,5100.0,0.79,,,,4.56,868.477,15.7661,,Transit,,,,1.223720713897991,-0.9172146296835499,,5.1,0.38039044315715453,,0.121,catalog_semi_major_axis,25.981179096861865,1.4146588566539018,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2952,Kepler-305 e,Kepler-305,1,4,Transit,2020,Kepler,3.20538,,,,,,,4974.0,0.83,0.82,,,4.52,868.477,15.7661,,Transit,,,,0.5058795228159638,,,4.974,0.3799041334423493,0.03982271047010061,0.03982271047010061,kepler_from_period,239.5589419393064,2.379412386266673,0,too_hot,195.1815724546693,0.016422554443475682,-1.7845592897000049,4.513657667631569,,,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
2953,Kepler-306 b,Kepler-306,1,4,Transit,2014,Kepler,4.646186,0.05,,,,,,4954.0,0.72,,,,4.61,775.679,15.5524,,Transit,,,,0.6670965918517997,-1.3010299956639813,,4.954,0.28130905523899746,,0.05,catalog_semi_major_axis,112.52362209559897,2.0512437035039457,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2954,Kepler-306 c,Kepler-306,1,4,Transit,2014,Kepler,7.240193,0.067,,,,,,4954.0,0.72,,,,4.61,775.679,15.5524,,Transit,,,,0.8597501432299961,-1.1739251972991736,,4.954,0.28130905523899746,,0.067,catalog_semi_major_axis,62.666307694140656,1.7970341067743303,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2955,Kepler-306 d,Kepler-306,1,4,Transit,2014,Kepler,17.326644,0.12,,,,,,4954.0,0.72,,,,4.61,775.679,15.5524,,Transit,,,,1.2387144523028903,-0.9208187539523752,,4.954,0.28130905523899746,,0.12,catalog_semi_major_axis,19.535351058263714,1.2908212200807336,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2956,Kepler-306 e,Kepler-306,1,4,Transit,2014,Kepler,44.840975,0.227,,,,,,4954.0,0.72,,,,4.61,775.679,15.5524,,Transit,,,,1.6516750471101862,-0.6439741428068773,,4.954,0.28130905523899746,,0.227,catalog_semi_major_axis,5.459237618409001,0.7371319977897378,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2957,Kepler-307 b,Kepler-307,1,2,Transit,2013,Kepler,10.4208,,7.44,,59.7,,,5367.0,0.81,0.91,0.19,[Fe/H],,575.581,14.0561,[Fe/H],Transit,0,too_hot,1.7759743311293692,1.0179010608300072,,0.8715729355458788,5.367,0.4904459236284138,0.09048036730158984,0.09048036730158984,kepler_from_period,59.90766869645964,1.7774824193739884,0,too_hot,224.39484482682258,0.046439569536645485,-1.3331118145304914,4.580071354563794,0.996533520649721,True,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
2958,Kepler-307 c,Kepler-307,1,2,Transit,2013,Kepler,13.0729,,3.64,,44.0,,,5367.0,0.81,0.91,0.19,[Fe/H],,575.581,14.0561,[Fe/H],Transit,0,too_hot,1.6434526764861874,1.1163719390949276,,0.561101383649056,5.367,0.4904459236284138,0.10524503263015816,0.10524503263015816,kepler_from_period,44.2779917506428,1.6461879150207614,0,too_hot,224.39484482682258,0.05825846850487609,-1.234640936265571,4.580071354563794,0.9937216721072549,True,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
2959,Kepler-308 b,Kepler-308,1,2,Transit,2014,Kepler,9.694928,0.09,,,,,,5895.0,0.94,,,,4.51,1335.92,15.8506,,Transit,,,,0.9865445881110824,-1.0457574905606752,,5.895,0.9613591302135456,,0.09,catalog_semi_major_axis,118.68631237204266,2.074400636359353,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2960,Kepler-308 c,Kepler-308,1,2,Transit,2014,Kepler,15.38231,0.123,,,,,,5895.0,0.94,,,,4.51,1335.92,15.8506,,Transit,,,,1.187021559452498,-0.9100948885606021,,5.895,0.9613591302135456,,0.123,catalog_semi_major_axis,63.54412917004069,1.8030754323592069,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2961,Kepler-309 b,Kepler-309,1,2,Transit,2014,Kepler,5.923653,0.059,,,,,,4713.0,0.72,,,,4.61,544.568,15.1261,,Transit,,,,0.7725896101801895,-1.2291479883578558,,4.713,0.23043554063596236,,0.059,catalog_semi_major_axis,66.19808693937442,1.8208454389309652,0,too_hot,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2962,Kepler-309 c,Kepler-309,1,2,Transit,2014,Kepler,105.356383,0.401,,,,,,4713.0,0.72,,,,4.61,544.568,15.1261,,Transit,,,,2.022660852404514,-0.39685562737981767,,4.713,0.23043554063596236,,0.401,catalog_semi_major_axis,1.4330479327613779,0.15626071697488897,1,habitable_zone,,,,,,,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
2963,Kepler-31 b,Kepler-31,1,3,Transit,2011,Kepler,20.8613,0.16,,,,,,6340.0,1.22,1.21,-0.076,[Fe/H],4.7,1664.64,15.224,[Fe/H],Transit,,,,1.319341368579234,-0.7958800173440752,,6.34,2.1665634045090467,0.15803837400780257,0.16,catalog_semi_major_axis,84.63138298863463,1.9275314378787511,0,too_hot,592.960947823461,0.03518157490231704,-1.453684723261826,4.348065708966953,,,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
