row_id,planet_name,planet_host,num_stars,num_planets,discovery_method,discovery_year,discovery_facility,orbital_period_days,semi_major_axis_au,planet_mass_earth,eccentricity,insolation_flux_earth,equilibrium_temperature_k,spectral_type,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,stellar_metallicity_dex,stellar_metallicity_ratio_raw,stellar_logg_cgs,distance_pc,gaia_magnitude,stellar_metallicity_ratio_clean,discovery_method_group,hz_reported,flux_zone_reported,log10_insolation_reported,log10_orbital_period_days,log10_semi_major_axis_au,log10_planet_mass_earth,stellar_teff_1000k,stellar_luminosity_solar,semi_major_axis_kepler_au,semi_major_axis_best_au,semi_major_axis_source,insolation_derived_earth,log10_insolation_derived,hz_derived,flux_zone_derived,earth_equivalent_period_days,period_to_earth_equivalent_ratio,log10_period_to_earth_equivalent_ratio,stellar_logg_calculated_cgs,reported_to_derived_flux_ratio,reported_derived_zone_agreement,orbital_period_days_missing,semi_major_axis_au_missing,planet_mass_earth_missing,eccentricity_missing,insolation_flux_earth_missing,equilibrium_temperature_k_missing,spectral_type_missing,stellar_teff_k_missing,stellar_radius_solar_missing,stellar_mass_solar_missing,stellar_metallicity_dex_missing,stellar_metallicity_ratio_raw_missing,stellar_logg_cgs_missing,distance_pc_missing,gaia_magnitude_missing,eligible_reported_core_model,eligible_derived_flux_analysis
1,11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,326.03,1.29,6165.6,0.231,,,G8 III,4742.0,19.0,2.7,-0.35,[Fe/H],2.31,93.1846,4.44038,[Fe/H],Radial Velocity,,,,2.513257563979005,0.11058971029924898,3.789975345977952,4.742,164.45538954635947,1.2909204508159144,1.29,catalog_semi_major_axis,98.82542488213416,1.994868690190011,0,too_hot,10208.088478075677,0.031938398721781044,-1.4956868616392172,2.311856562253329,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.21997,1.53,4684.8142,0.08,,,,4213.0,29.79,2.78,-0.02,[Fe/H],1.93,125.321,4.56216,[Fe/H],Radial Velocity,,,,2.7128348012404855,0.1846914308175988,3.67069237142127,4.213,251.88456364621857,1.7708345350668484,1.53,catalog_semi_major_axis,107.60159068999896,2.0318186916164542,0,too_hot,13850.61289694101,0.03727055068545091,-1.42863419034555,1.9339037894879887,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
3,14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,185.84,0.83,1525.5,0.0,,,K0 III,4813.0,11.0,2.2,-0.24,[Fe/H],2.63,75.4392,4.91781,[Fe/H],Radial Velocity,,,,2.269139196792179,-0.08092190762392612,3.183412211978426,4.813,58.49833797989477,0.8289090381485654,0.83,catalog_semi_major_axis,84.91557262286946,1.9289873425879098,0,too_hot,5208.786175611149,0.03567817793522602,-1.4475973329080956,2.697637310505756,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4,14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1773.40002,2.93,1481.0878,0.37,,,,5338.0,0.93,0.9,0.41,[Fe/H],4.45,17.9323,6.383,[Fe/H],Radial Velocity,,,,3.2488067090265935,0.4668676203541095,3.1705808045882375,5.338,0.6326665673971842,2.7683765347453493,2.93,catalog_semi_major_axis,0.07369527512227098,-1.1325603554802195,0,too_cold,273.1178806990226,6.493167036376856,0.8124565752189219,4.4552766123314544,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
5,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,798.5,1.66,565.7374,0.68,,,,5750.0,1.13,1.08,0.06,[Fe/H],4.36,21.1397,6.06428,[Fe/H],Radial Velocity,,,,2.9022749204745018,0.22010808804005508,2.7526148902071315,5.75,1.2575433820427473,1.7282147830336962,1.66,catalog_semi_major_axis,0.45635918930278246,-0.34069320004057535,1,habitable_zone,417.3693748989836,1.9131734334682842,0.28175434158199114,4.36526686852011,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6,17 Sco b,17 Sco,1,1,Radial Velocity,2020,Lick Observatory,578.38,1.45,1373.01872,0.06,,,K3 III,4157.0,25.92,1.22,-0.01,[Fe/H],1.7,124.953,4.75429,[Fe/H],Radial Velocity,,,,2.762213266928569,0.16136800223497488,3.1376764585312036,4.157,180.75270392540804,1.451672462106432,1.45,catalog_semi_major_axis,85.97037047581833,1.9343487982661944,0,too_hot,16301.36273314891,0.03548046929989854,-1.4500106443924994,1.6970898362776365,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7,18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,993.3,2.6,3273.5,0.08,,,G6 III,4979.0,8.5,2.3,-0.052,[Fe/H],2.82,76.222,5.27476,[Fe/H],Radial Velocity,,,,2.9970804354717306,0.414973347970818,3.5150123452580155,4.979,40.00378337380428,2.571793450108239,2.6,catalog_semi_major_axis,5.917719433994716,0.772154370902961,0,too_hot,3830.9113898119585,0.25928555869018843,-0.586221671259255,2.940889984589007,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,,330.0,3000.0,,,1700.0,K7 V,4060.0,,0.85,,,,139.135,12.0572,,Imaging,,,,,2.5185139398778875,3.4771212547196626,4.06,,,330.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
9,24 Boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,30.3506,0.19,289.2253,0.042,,,G3 IV,4893.0,10.64,0.99,-0.77,[Fe/H],2.42,95.9863,5.3339,[Fe/H],Radial Velocity,,,,1.4821672810492816,-0.721246399047171,2.461236280219331,4.893,58.462694701287596,0.1897855323909224,0.19,catalog_semi_major_axis,1619.4652271824818,3.2093716273663273,0,too_hot,7761.251365474013,0.003910529187988277,-2.4077644682122665,2.3797519386794908,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
10,24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,452.8,1.333,632.46,0.09,,,,5098.0,4.9,1.54,-0.03,[Fe/H],3.5,72.0691,6.20374,[Fe/H],Radial Velocity,,,,2.6559064181802152,0.1248301494138592,2.8010330637156744,5.098,14.611210410324077,1.3326549066955387,1.333,catalog_semi_major_axis,8.222916800275131,0.9150258960764776,0,too_hot,2199.6040485570206,0.20585523121629315,-0.6864380921860348,3.2451285607794347,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
11,24 Sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,883.0,2.08,273.32,0.29,,,,5098.0,4.9,1.54,-0.03,[Fe/H],3.5,72.0691,6.20374,[Fe/H],Radial Velocity,,,,2.9459607035775686,0.31806333496276157,2.4366714120506496,5.098,14.611210410324077,2.0801144275750323,2.08,catalog_semi_major_axis,3.3772213411436933,0.5285595249786729,0,too_hot,2199.6040485570206,0.4014358859628685,-0.3963838067886812,3.2451285607794347,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
12,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,Imaging,2013,Paranal Observatory,,84.0,4131.79,,,,M5.5/M6,,,0.19,,,,,,,Imaging,,,,,1.9242792860618816,3.616138240205074,,,,84.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0
13,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,,52.0,7786.5,,,,M3.5 V,3530.0,,0.4,,,,33.8281,12.9025,,Imaging,,,,,1.7160033436347992,3.8913422879345303,3.53,,,52.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
14,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,,156.0,4417.837,,,,M6,3064.0,0.28,0.11,,,4.59,,15.0123,,Imaging,,,,,2.1931245983544616,3.6452096881523324,3.064,0.006225379293785996,,156.0,catalog_semi_major_axis,2.5580947130941796e-07,-6.592083379868046,0,too_cold,24.407216003031387,,,4.585076622473786,,,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1
15,2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,,15.0,2383.6,,,,M8.5,,,0.02,,,,,18.9668,,Imaging,,,,,1.1760912590556813,3.377233376752749,,,,15.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0
16,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,,55.0,1589.15,,,1250.0,M8,,,0.02,,,,64.308,17.4076,,Imaging,,,,,1.7403626894942439,3.201164892234256,,,,55.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
17,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,1,Eclipse Timing Variations,2015,Kepler,416.0,0.92,603.877,,,,,,,0.48,,,,396.332,12.1376,,Other methods,,,,2.6190933306267428,-0.036212172654444715,2.7809484888510663,,,0.8539173082691406,0.92,catalog_semi_major_axis,,,,,,,,,,,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
18,2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,1,1,Imaging,2009,W. M. Keck Observatory,7336.5,,6657.48,0.26,,2075.0,M8.5,2300.0,0.12,0.08,,,,,17.3961,,Imaging,,,,3.8654889218769637,,3.823309870431642,2.3,0.0003630517600095846,3.1839222983773126,3.1839222983773126,kepler_from_period,3.581324101722093e-05,-4.44595637454234,0,too_cold,3.396421965989717,2160.0672924225846,3.334467280906755,5.182727494896694,,,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1
19,2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,,230.0,3972.875,,,,K7 V,4045.0,,0.6,,,,69.5737,11.9484,,Imaging,,,,,2.361727836017593,3.5991049009062936,4.045,,,230.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
20,30 Ari B b,30 Ari B,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.10001,0.99,4392.4106,0.29,,,,6331.0,1.41,1.93,0.19,[Fe/H],4.43,44.657,6.96085,[Fe/H],Radial Velocity,,,,2.525174440795417,-0.004364805402450088,3.6427029309364167,6.331,2.877545435415301,1.1755521870230141,0.99,catalog_semi_major_axis,2.9359712635601483,0.46775180051571796,0,too_hot,580.8690171945944,0.576894274062718,-0.23890377159014387,4.425119083697014,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
21,4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,269.3,0.87,2256.5,0.432,,,K1 III,4415.0,18.11,1.23,-0.25,[Fe/H],1.8,73.4603,4.23773,[Fe/H],Radial Velocity,,,,2.4302363534115106,-0.060480747381381476,3.3534353378561645,4.415,112.26760102872402,0.8744449144522037,0.87,catalog_semi_major_axis,148.32553973936322,2.171215937359403,0,too_hot,11358.696639046027,0.023708706074099136,-1.625092147422605,2.012068210811281,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,42 Dra b,42 Dra,2,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,479.1,1.19,1233.13,0.38,,,K1.5 III,4200.0,22.03,0.98,-0.46,[Fe/H],1.71,90.6545,4.43216,[Fe/H],Radial Velocity,,,,2.6804261708581456,0.07554696139253074,3.0910088635434594,4.2,136.05699232114094,1.1902348331065058,1.19,catalog_semi_major_axis,96.07866133828186,1.9826269434222494,0,too_hot,14698.324675868647,0.032595551572389386,-1.4868416655574246,1.7431970813909596,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
23,47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,1078.0,2.1,804.08,0.032,,,,5872.0,1.21,1.06,0.04,[M/H],4.3,13.7967,4.87837,[M/H],Radial Velocity,,,,3.03261876085072,0.3222192947339193,2.9052992599799583,5.872,1.568229570265789,2.0979138298309588,2.1,catalog_semi_major_axis,0.3556076123051675,-0.4490289508887085,1,habitable_zone,497.15810150184245,2.168324315229941,0.336124239942423,4.29773512463187,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
24,47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,2391.0,3.6,171.621,0.098,,,,5872.0,1.21,1.06,0.04,[M/H],4.3,13.7967,4.87837,[M/H],Radial Velocity,,,,3.378579576115775,0.5563025007672873,2.2345704281870007,5.872,1.568229570265789,3.5680274708819395,3.6,catalog_semi_major_axis,0.12100536807606395,-0.9171953629554445,0,too_cold,497.15810150184245,4.809335285449711,0.6820850552074779,4.29773512463187,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
25,47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,14002.0,11.6,521.22,0.16,,,,5872.0,1.21,1.06,0.04,[M/H],4.3,13.7967,4.87837,[M/H],Radial Velocity,,,,4.146190073315927,1.0644579892269184,2.7170210718966303,5.872,1.568229570265789,11.592270880699022,11.6,catalog_semi_major_axis,0.011654500373556694,-1.933506339874707,0,too_cold,497.15810150184245,28.164078907096133,1.44969555240763,4.29773512463187,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
26,51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,,13.2,635.66,,,700.0,F0 IV,,,1.75,-0.027,[M/H],,29.7575,5.15806,[M/H],Imaging,,,,,1.1205739312058498,2.8032248835622187,,,,13.2,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
27,51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,4.230785,0.0527,150.009,0.013,,,,5758.0,1.18,1.03,0.18,[M/H],4.31,15.4614,5.28647,[M/H],Radial Velocity,,,,0.6264209559183683,-1.2781893847874535,2.176117315942897,5.758,1.378939991717675,0.05170107370738496,0.0527,catalog_semi_major_axis,496.5055833988079,2.695924136669584,0,too_hot,457.9632593156038,0.009238262925988063,-2.034409681656388,4.307073210092921,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
28,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.6516,0.1134,255.4,0.0,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,1.1658850535794543,-0.9453869454431122,2.4072208929273966,5.172,0.5696190200818574,0.11355606901574274,0.1134,catalog_semi_major_axis,44.2953740316043,1.646358373233221,0,too_hot,251.0486499326837,0.05836159646319025,-1.233872836626581,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
29,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.3989,0.2373,51.2,0.03,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,1.64737221043336,-0.624702261782661,1.7092699609758308,5.172,0.5696190200818574,0.23779449040876677,0.2373,catalog_semi_major_axis,10.115538466297918,1.0049890059123185,0,too_hot,251.0486499326837,0.17685376922722007,-0.7523856797726752,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
30,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,5574.2,5.957,991.6,0.13,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,3.7461825469639614,0.7750276000988447,2.996336518095784,5.172,0.5696190200818574,5.9622293626449085,5.957,catalog_semi_major_axis,0.016052004845138617,-1.7944707178506927,0,too_cold,251.0486499326837,22.203664514804874,1.3464246567579263,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
31,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365474,0.01544,7.99,0.05,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,-0.13279929920011027,-1.8113527040002826,0.9025467793139914,5.172,0.5696190200818574,0.015467523394859297,0.01544,catalog_semi_major_axis,2389.4056723077188,3.378289890347562,0,too_hot,251.0486499326837,0.002933883134593626,-2.532557189406145,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
32,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,259.88,0.7708,47.8,0.08,,,,5172.0,0.94,0.91,0.35,[Fe/H],4.43,12.5855,5.72973,[Fe/H],Radial Velocity,,,,2.414772858093331,-0.11305829401658463,1.6794278966121188,5.172,0.5696190200818574,0.7723287819723574,0.7708,catalog_semi_major_axis,0.9587404928331447,-0.018298929619834085,1,habitable_zone,251.0486499326837,1.0351778432972427,0.015014967887296005,4.450785685121696,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
33,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,934.3,2.11,638.8383,0.073,,,,4938.0,5.2,1.44,,,3.19,54.6599,5.60686,,Radial Velocity,,,,2.97048634884765,0.3242824552976926,2.805390945318726,4.938,14.48457443693566,2.112118336135099,2.11,catalog_semi_major_axis,3.2534252233632803,0.5123408293720405,0,too_hot,2259.8951158015057,0.4134262663197254,-0.3836019346866287,3.1643558048256506,,,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
34,61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,4.215,0.050201,5.1,0.12,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],4.34,8.50332,4.54052,[Fe/H],Radial Velocity,,,,0.6247975789607612,-1.2992876316566475,0.7075701760979364,5.577,0.8032296924330407,0.05002428087019702,0.050201,catalog_semi_major_axis,318.72418382496323,2.50341501767285,0,too_hot,319.63631383387343,0.013186862122902243,-1.8798585346153898,4.446585387520561,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
35,61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,38.021,0.2175,18.2,0.14,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],4.34,8.50332,4.54052,[Fe/H],Radial Velocity,,,,1.5800235351693668,-0.6625407387093438,1.2600713879850747,5.577,0.8032296924330407,0.2167694912029437,0.2175,catalog_semi_major_axis,16.979356690353615,1.2299212317782422,0,too_hot,319.63631383387343,0.11895081489320669,-0.9246325784067841,4.446585387520561,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
36,61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,123.01,0.476,22.9,0.35,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],4.34,8.50332,4.54052,[Fe/H],Radial Velocity,,,,2.0899404184986348,-0.32239304727950685,1.359835482339888,5.577,0.8032296924330407,0.4741794702453372,0.476,catalog_semi_major_axis,3.545078439168494,0.5496258489185682,0,too_hot,319.63631383387343,0.38484363220360734,-0.41471569507751616,4.446585387520561,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
37,7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,735.1,1.758,587.9855,0.06,,,,4826.0,4.87,1.34,0.21,[Fe/H],3.19,19.8101,3.67853,[Fe/H],Radial Velocity,,,,2.8663464227496016,0.24501887073775308,2.769366616301251,4.826,11.590492840483693,1.7574071873252195,1.758,catalog_semi_major_axis,3.7502840389274232,0.5740641615590043,0,too_hot,1982.048387701421,0.3708789374473822,-0.43076782995021157,3.190046875935538,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
38,7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,996.0,2.153,276.5121,0.08,,,,4826.0,4.87,1.34,0.21,[Fe/H],3.19,19.8101,3.67853,[Fe/H],Radial Velocity,,,,2.998259338423699,0.3330440298234872,2.4417141405168556,4.826,11.590492840483693,2.151861631545665,2.153,catalog_semi_major_axis,2.500425062919732,0.39801384338753604,0,too_hot,1982.048387701421,0.5025104362638997,-0.2988549142761146,3.190046875935538,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
39,70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.688,0.481,2357.02728,0.3988,,,,5495.0,1.89,1.09,,,3.95,17.9011,4.76178,,Radial Velocity,,,,2.067026196218923,-0.31785492362616824,3.372364609034678,5.495,2.9341958985650094,0.48094950311698065,0.481,catalog_semi_major_axis,12.682327179451203,1.103198952951036,0,too_hot,784.3209306823051,0.1487758332529638,-0.827467608691124,3.9225028895941354,,,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
40,75 Cet b,75 Cet,2,1,Radial Velocity,2012,Okayama Astrophysical Observatory,691.9,2.1,953.49,0.117,,,G3 III,4846.0,10.5,2.49,0.0,[Fe/H],2.63,82.9613,5.09343,[Fe/H],Radial Velocity,,,,2.840043330603494,0.3222192947339193,2.9793161426178996,4.846,54.77809787546882,2.0750816329195017,2.1,catalog_semi_major_axis,12.421337386727624,1.0941683581921609,0,too_hot,4660.642185097323,0.14845593643991611,-0.8284024311999717,2.79182074895586,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
41,8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,0.49,416.3573,0.06,,,,4847.0,10.3,1.44,-0.03,[Fe/H],2.57,162.552,6.55896,[Fe/H],Radial Velocity,,,,1.9703468762300933,-0.3098039199714863,2.6194661835540014,4.847,52.75470983160543,0.4549446879338435,0.49,catalog_semi_major_axis,219.71974107290893,2.341869078558528,0,too_hot,5958.060481584697,0.01567624234240031,-1.8047580312902824,2.5706880426849046,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
42,81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,952.7,2.5,1684.4,0.206,,,G5 III,4785.0,11.0,2.4,-0.06,[Fe/H],2.35,101.26,5.37588,[Fe/H],Radial Velocity,,,,2.9789561652175913,0.3979400086720376,3.2264452327482274,4.785,57.14889652011112,2.5369644075488185,2.5,catalog_semi_major_axis,9.14382344321778,0.961127831737998,0,too_hot,4900.501094879925,0.19440869036747835,-0.7112843253444947,2.735425871395156,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
43,91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,Lick Observatory,181.4,0.7,1017.0,0.027,,,K0 III,4665.0,11.0,1.4,-0.03,[Fe/H],2.52,44.0304,3.95311,[Fe/H],Radial Velocity,,,,2.2586372827240764,-0.1549019599857432,3.0073209529227447,4.665,51.62816305049214,0.7015749122835863,0.7,catalog_semi_major_axis,105.36359806222887,2.022690592932185,0,too_hot,5945.53871605182,0.030510271425910424,-1.515553928763663,2.5013426653617876,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
44,AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,,260.0,4290.5,,,,K2 V,,,,,,,50.0475,8.8378,,Imaging,,,,,2.4149733479708178,3.6325079063077235,,,,260.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
45,AU Mic b,AU Mic,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,0.0645,17.0,0.0,,593.0,,3700.0,0.75,0.5,,,,9.7221,7.84038,,Transit,,,,0.9275243408750287,-1.1904402853647322,1.2304489213782739,3.7,0.09497824344774734,0.0645078764704372,0.0645,catalog_semi_major_axis,22.829936529715123,1.3585047040950182,0,too_hot,88.37375783023606,0.09576372226082347,-1.0187989815874616,4.386847477552618,,,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
46,AU Mic c,AU Mic,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859019,0.1101,13.6,0.0,,454.0,,3700.0,0.75,0.5,,,,9.7221,7.84038,,Transit,,,,1.2755190980530906,-0.9582126810282482,1.1335389083702174,3.7,0.09497824344774734,0.11005486626987211,0.1101,catalog_semi_major_axis,7.835189333101304,0.8940494954220503,0,too_hot,88.37375783023606,0.21340066851324505,-0.6708042244093997,4.386847477552618,,,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
47,BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,481.9,1.3,2034.112,0.2,,,,4095.0,32.35,1.14,-0.71,[Fe/H],1.89,1070.63,8.9977,[Fe/H],Radial Velocity,,,,2.6829569263012085,0.11394335230683679,3.3083748618821245,4.095,265.13002007873973,1.256645416638945,1.3,catalog_semi_major_axis,156.8816686856448,2.1955722000956874,0,too_hot,22476.67041954382,0.02144000828436672,-1.6687750511689103,1.4751562813270338,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
48,BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,268.94,0.78,330.5432,0.29,,,,4864.0,0.86,0.49,0.17,[Fe/H],4.26,49.352,9.35108,[Fe/H],Radial Velocity,,,,2.429655400539932,-0.10790539730951958,2.5192282271970177,4.864,0.3729631102138632,0.6428487601595438,0.78,catalog_semi_major_axis,0.6130228635993806,-0.21252332752093772,1,habitable_zone,249.0242225932653,1.0799752618413487,0.03341380755283679,4.259199177541378,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
49,BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,153.22,0.576,337.21763,0.001,,,,4649.0,8.95,1.08,-0.22,[Fe/H],2.61,768.045,9.9918,[Fe/H],Radial Velocity,,,,2.1853154580036565,-0.239577516576788,2.527910271799578,4.649,33.71156898468762,0.5749429338148284,0.576,catalog_semi_major_axis,101.60942619323767,2.0069339988319217,0,too_hot,4917.139971632217,0.031160390162564253,-1.5063971131179625,2.567777684855125,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
50,BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,137.48,0.539,352.78,0.26,,,K0,4796.0,14.7,1.1,0.28,[Fe/H],2.8,426.42,8.7178,[Fe/H],Radial Velocity,,,,2.1382395234651876,-0.2684112348132613,2.5475039558933252,4.796,103.00209960989439,0.5381422550585974,0.539,catalog_semi_major_axis,354.54269952910244,2.5496685471442926,0,too_hot,11259.742019160583,0.01220987121783534,-1.9132889167003617,2.144758015661873,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
51,BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,379.63,1.05,17668.1697,0.15,,,,4259.0,71.02,10.83,-0.79,[Fe/H],1.77,1539.71,9.22684,[Fe/H],Radial Velocity,,,,2.5793605249345126,0.021189299069938092,4.2471915619367975,4.259,1495.1563393117478,2.2701594001645025,1.05,catalog_semi_major_axis,1356.1508746591817,3.132308008400486,0,too_hot,26686.458981338223,0.01422556661659287,-1.8469304262644333,1.7698671206941268,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
