stellar_teff_k,orbital_period_days,rf_probability,logistic_probability,rf_minus_logistic,local_neighbor_count,local_log10_teff_bandwidth
2800.0,159.58501781011546,0.6022992796432151,0.8475745826979503,-0.24527530305473522,90,0.12571357085826085
2800.0,173.9478264850578,0.6025067314520292,0.8523736211050627,-0.2498668896530335,90,0.12571357085826085
2800.0,189.6033020773824,0.6020071800288174,0.8566611775932035,-0.2546539975643861,90,0.12571357085826085
2800.0,206.6677858819652,0.6020102580246234,0.8604638068665245,-0.2584535488419011,90,0.12571357085826085
2800.0,225.26809002472953,0.6020102580246234,0.8638055085584098,-0.2617952505337864,90,0.12571357085826085
2800.0,245.54243984774803,0.6020102580246234,0.8667077021887319,-0.26469744416410856,90,0.12571357085826085
2800.0,267.64150110992745,0.6020102580246234,0.8691892261077746,-0.2671789680831512,90,0.12571357085826085
2800.0,291.72949963677064,0.6020102580246234,0.8712663526250978,-0.2692560946004744,90,0.12571357085826085
2800.0,317.9854417397141,0.6020102580246234,0.8729528128306205,-0.27094255480599716,90,0.12571357085826085
2800.0,346.6044444744125,0.6020102580246234,0.8742598258070196,-0.2722495677823962,90,0.12571357085826085
2800.0,377.7991856235726,0.6020102580246234,0.8751961279992801,-0.27318586997465677,90,0.12571357085826085
2800.0,411.801484179675,0.6020102580246234,0.8757679994535197,-0.2737577414288963,90,0.12571357085826085
2800.0,448.86402307269043,0.6020102580246234,0.875979284476197,-0.2739690264515736,90,0.12571357085826085
2800.0,489.26222694499216,0.6020102580246234,0.8758314050154778,-0.27382114699085447,90,0.12571357085826085
2800.0,533.2963089278549,0.6020102580246234,0.8753233657513539,-0.27331310772673056,90,0.12571357085826085
2800.0,581.2935016298517,0.6020102580246234,0.8744517505247632,-0.2724414925001398,90,0.12571357085826085
2800.0,633.6104889164096,0.6020102580246234,0.8732107103642355,-0.2712004523396121,90,0.12571357085826085
2800.0,690.6360565519087,0.6020102580246234,0.871591944007637,-0.2695816859830136,90,0.12571357085826085
2800.0,752.7939814021893,0.6020102580246234,0.8695846724923083,-0.26757441446768493,90,0.12571357085826085
2800.0,820.546180668118,0.6020102580246234,0.8671756101242228,-0.26516535209959946,90,0.12571357085826085
2800.0,894.3961445532864,0.6020102580246234,0.8643489349586988,-0.2623386769340754,90,0.12571357085826085
2800.0,974.8926778751674,0.6020102580246234,0.8610862628513966,-0.2590760048267732,90,0.12571357085826085
2800.0,1062.6339784249726,0.6020102580246234,0.8573666301831884,-0.255356372158565,90,0.12571357085826085
2800.0,1158.2720823838974,0.6020102580246234,0.8531664915324141,-0.2511562335077907,90,0.12571357085826085
2800.0,1262.5177098312156,0.6020102580246234,0.8484597398576158,-0.24644948183299242,90,0.12571357085826085
2800.0,1376.1455463528653,0.6020102580246234,0.8432177581412678,-0.24120750011664438,90,0.12571357085826085
2800.0,1500.0,0.6020102580246234,0.8374095128860881,-0.23539925486146474,90,0.12571357085826085
2840.2693513303925,0.7,0.14500404245517615,0.0009131153693572689,0.1440909270858189,90,0.11951207474160164
2840.2693513303925,0.7630006889770977,0.14500404245517615,0.0011956999799311648,0.143808342475245,90,0.11951207474160164
2840.2693513303925,0.8316715019707511,0.14500404245517615,0.0015596618248099434,0.14344438063036621,90,0.11951207474160164
2840.2693513303925,0.9065227557232869,0.14500404245517615,0.002026376955367638,0.1429776654998085,90,0.11951207474160164
2840.2693513303925,0.9881106959861216,0.14500404245517615,0.0026221326466815084,0.14238190980849463,90,0.11951207474160164
2840.2693513303925,1.0770416311757862,0.14500404245517615,0.0033790037219467326,0.1416250387332294,90,0.11951207474160164
2840.2693513303925,1.1739764380630602,0.14500404245517615,0.004335786541411048,0.1406682559137651,90,0.11951207474160164
2840.2693513303925,1.2796354729785626,0.14500404245517615,0.005538948469283996,0.13946509398589216,90,0.11951207474160164
2840.2693513303925,1.3948039250316824,0.14500404245517615,0.007043526951888315,0.13796051550328783,90,0.11951207474160164
2840.2693513303925,1.520337651124477,0.14500404245517615,0.008913883978339424,0.13609015847683673,90,0.11951207474160164
2840.2693513303925,1.657169536122569,0.14500404245517615,0.011224191140484915,0.13377985131469122,90,0.11951207474160164
2840.2693513303925,1.8063164254476822,0.14500404245517615,0.014058492846605892,0.13094554960857024,90,0.11951207474160164
2840.2693513303925,1.9688866816103285,0.14500404245517615,0.017510178648559978,0.12749386380661618,90,0.11951207474160164
2840.2693513303925,2.1460884208378745,0.14500404245517615,0.021680700922686133,0.12332334153249001,90,0.11951207474160164
2840.2693513303925,2.339238491007243,0.14500404245517615,0.026677412550289072,0.11832662990488707,90,0.11951207474160164
2840.2693513303925,2.5497722576003894,0.14500404245517615,0.032610478081886295,0.11239356437328984,90,0.11951207474160164
2840.2693513303925,2.7792542704054104,0.14500404245517615,0.03958892863300568,0.10541511382217048,90,0.11951207474160164
2840.2693513303925,3.0293898902312417,0.14500404245517615,0.04771606837676762,0.09728797407840853,90,0.11951207474160164
2840.2693513303925,3.3020379620381313,0.14504323559898885,0.057084567905919016,0.08795866769306984,90,0.11951207474160164
2840.2693513303925,3.599224628662322,0.1454011836734791,0.06777166104625217,0.07762952262722693,90,0.11951207474160164
2840.2693513303925,3.9231583877895577,0.1479142428342735,0.07983487226286168,0.06807937057141183,90,0.11951207474160164
2840.2693513303925,4.276246504071018,0.14982784469025553,0.09330864233598671,0.05651920235426883,90,0.11951207474160164
2840.2693513303925,4.661112898345847,0.14982784469025553,0.10820211719550207,0.04162572749475346,90,0.11951207474160164
2840.2693513303925,5.080617646911311,0.1564673114722796,0.1244982542864807,0.0319690571857989,90,0.11951207474160164
2840.2693513303925,5.537878235746474,0.1605616217716816,0.1421543029777247,0.018407318793956906,90,0.11951207474160164
2840.2693513303925,6.036292727636905,0.1761867052646693,0.16110362386126312,0.015083081403406196,90,0.11951207474160164
2840.2693513303925,6.579565014363433,0.1799056999387314,0.1812587049849616,-0.0013530050462302046,90,0.11951207474160164
2840.2693513303925,7.1717323416127225,0.18103504755948918,0.20251510144847387,-0.02148005388898469,90,0.11951207474160164
2840.2693513303925,7.817195311156917,0.182059147066963,0.22475588934793586,-0.042696742280972866,90,0.11951207474160164
2840.2693513303925,8.520750583258952,0.184965264437645,0.24785613278565125,-0.06289086834800625,90,0.11951207474160164
2840.2693513303925,9.287626522326553,0.2194327915284376,0.2716868613640356,-0.052254069835597994,90,0.11951207474160164
2840.2693513303925,10.123522050710184,0.28032362021590584,0.2961181654717241,-0.01579454525581825,90,0.11951207474160164
2840.2693513303925,11.03464899938101,0.29063252390063254,0.3210212166300673,-0.03038869272943473,90,0.11951207474160164
2840.2693513303925,12.027778270211655,0.32508240069639205,0.34626925531256847,-0.02118685461617642,90,0.11951207474160164
2840.2693513303925,13.110290152907504,0.3282706002571297,0.3717377931290955,-0.04346719287196582,90,0.11951207474160164
2840.2693513303925,14.290229170511559,0.3288153877753593,0.3973043985659124,-0.06848901079055308,90,0.11951207474160164
2840.2693513303925,15.576363861058477,0.33172690757413986,0.4228484546212384,-0.09112154704709852,90,0.11951207474160164
2840.2693513303925,16.978251939636557,0.34318837379607003,0.44825120429759047,-0.10506283050152043,90,0.11951207474160164
2840.2693513303925,18.50631132509919,0.4546814993321189,0.4733962703122006,-0.01871477098008173,90,0.11951207474160164
2840.2693513303925,20.17189755925049,0.4647143819999294,0.49817069029949584,-0.03345630829956642,90,0.11951207474160164
2840.2693513303925,21.98738819383367,0.46541846737754755,0.5224663837102409,-0.05704791633269335,90,0.11951207474160164
2840.2693513303925,23.966274772431408,0.4800493668951921,0.5461818830255091,-0.06613251613031695,90,0.11951207474160164
2840.2693513303925,26.123263090828015,0.48633836479120224,0.569224125968636,-0.08288576117743379,90,0.11951207474160164
2840.2693513303925,28.474382480902506,0.5345441526275703,0.5915101114141378,-0.05696595878656752,90,0.11951207474160164
2840.2693513303925,31.037104930180035,0.5631185549485339,0.6129682574245178,-0.04984970247598386,90,0.11951207474160164
2840.2693513303925,33.83047492225976,0.5843522059079773,0.6335393514691474,-0.0491871455611701,90,0.11951207474160164
2840.2693513303925,36.875250963009485,0.5914115343759234,0.6531770383304684,-0.06176550395454494,90,0.11951207474160164
2840.2693513303925,40.194059844256586,0.5930416168876227,0.6718478417569996,-0.07880622486937694,90,0.11951207474160164
2840.2693513303925,43.81156479136355,0.5935095932065606,0.6895307564205431,-0.09602116321398246,90,0.11951207474160164
2840.2693513303925,47.75464874425019,0.595198540282255,0.7062164750439794,-0.11101793476172439,90,0.11951207474160164
2840.2693513303925,52.05261413388882,0.595494147433161,0.7219063317627575,-0.12641218432959656,90,0.11951207474160164
2840.2693513303925,56.737400638880295,0.5968973913807399,0.736611048347612,-0.1397136569668721,90,0.11951207474160164
2840.2693513303925,61.8438225403361,0.5988555123565872,0.7503493670653418,-0.15149385470875465,90,0.11951207474160164
2840.2693513303925,67.40982743893404,0.599061166121148,0.763146645143815,-0.164085479022667,90,0.11951207474160164
2840.2693513303925,73.47677825676274,0.599061166121148,0.7750334733849142,-0.17597230726376623,90,0.11951207474160164
2840.2693513303925,80.08976061961063,0.599061166121148,0.7860443674597116,-0.1869832013385636,90,0.11951207474160164
2840.2693513303925,87.29791790396244,0.5992341212890205,0.7962165664135522,-0.19698244512453167,90,0.11951207474160164
2840.2693513303925,95.15481643855642,0.5998760007124766,0.8055889600300564,-0.20571295931757982,90,0.11951207474160164
2840.2693513303925,103.71884357443969,0.6002228641461642,0.8142011556422845,-0.21397829149612024,90,0.11951207474160164
2840.2693513303925,113.05364158172193,0.6014906367068396,0.8220926860588288,-0.22060204935198924,90,0.11951207474160164
2840.2693513303925,123.22858059746237,0.6014906367068396,0.8293023535324757,-0.22781171682563617,90,0.11951207474160164
2840.2693513303925,134.3192741393338,0.6015000850926336,0.8358676999847859,-0.2343676148921523,90,0.11951207474160164
2840.2693513303925,146.40814101602186,0.6020713483732327,0.8418245907408637,-0.23975324236763096,90,0.11951207474160164
2840.2693513303925,159.58501781011546,0.6023413815661399,0.8472068975018517,-0.24486551593571182,90,0.11951207474160164
2840.2693513303925,173.9478264850578,0.6025486222797919,0.8520462658597427,-0.24949764357995086,90,0.11951207474160164
2840.2693513303925,189.6033020773824,0.6020490708565801,0.8563719530362555,-0.25432288217967536,90,0.11951207474160164
2840.2693513303925,206.6677858819652,0.6020521262064569,0.8602107224432449,-0.25815859623678805,90,0.11951207474160164
2840.2693513303925,225.26809002472953,0.6020521262064569,0.8635867829036511,-0.2615346566971942,90,0.11951207474160164
2840.2693513303925,245.54243984774803,0.6020521262064569,0.8665217617755395,-0.26446963556908265,90,0.11951207474160164
2840.2693513303925,267.64150110992745,0.6020521262064569,0.8690347026679314,-0.2669825764614745,90,0.11951207474160164
2840.2693513303925,291.72949963677064,0.6020521262064569,0.8711420798444138,-0.26908995363795696,90,0.11951207474160164
2840.2693513303925,317.9854417397141,0.6020521262064569,0.872857822728302,-0.27080569652184516,90,0.11951207474160164
2840.2693513303925,346.6044444744125,0.6020521262064569,0.8741933451245885,-0.2721412189181316,90,0.11951207474160164
2840.2693513303925,377.7991856235726,0.6020521262064569,0.8751575748501519,-0.273105448643695,90,0.11951207474160164
2840.2693513303925,411.801484179675,0.6020521262064569,0.8757569804185524,-0.27370485421209556,90,0.11951207474160164
2840.2693513303925,448.86402307269043,0.6020521262064569,0.875995592271947,-0.27394346606549014,90,0.11951207474160164
2840.2693513303925,489.26222694499216,0.6020521262064569,0.8758750168088453,-0.2738228906023884,90,0.11951207474160164
2840.2693513303925,533.2963089278549,0.6020521262064569,0.8753944421449018,-0.27334231593844494,90,0.11951207474160164
2840.2693513303925,581.2935016298517,0.6020521262064569,0.8745506351893073,-0.27249850898285044,90,0.11951207474160164
2840.2693513303925,633.6104889164096,0.6020521262064569,0.8733379302473149,-0.271285804040858,90,0.11951207474160164
2840.2693513303925,690.6360565519087,0.6020521262064569,0.87174820999621,-0.2696960837897532,90,0.11951207474160164
2840.2693513303925,752.7939814021893,0.6020521262064569,0.8697708803535782,-0.2677187541471213,90,0.11951207474160164
2840.2693513303925,820.546180668118,0.6020521262064569,0.8673928414880566,-0.26534071528159975,90,0.11951207474160164
2840.2693513303925,894.3961445532864,0.6020521262064569,0.8645984580371363,-0.26254633183067944,90,0.11951207474160164
2840.2693513303925,974.8926778751674,0.6020521262064569,0.8613695325140011,-0.2593174063075442,90,0.11951207474160164
2840.2693513303925,1062.6339784249726,0.6020521262064569,0.8576852869208232,-0.25563316071436637,90,0.11951207474160164
2840.2693513303925,1158.2720823838974,0.6020521262064569,0.8535223587465485,-0.2514702325400916,90,0.11951207474160164
2840.2693513303925,1262.5177098312156,0.6020521262064569,0.848854818808732,-0.24680269260227516,90,0.11951207474160164
2840.2693513303925,1376.1455463528653,0.6020521262064569,0.8436542197811809,-0.24160209357472406,90,0.11951207474160164
2840.2693513303925,1500.0,0.6020521262064569,0.837889685689862,-0.23583755948340512,90,0.11951207474160164
2881.1178528952732,0.7,0.14495219642394666,0.0008888925160687905,0.14406330390787786,90,0.11331057862494243
2881.1178528952732,0.7630006889770977,0.14495219642394666,0.0011643308794647529,0.14378786554448192,90,0.11331057862494243
2881.1178528952732,0.8316715019707511,0.14495219642394666,0.001519211448326194,0.14343298497562046,90,0.11331057862494243
2881.1178528952732,0.9065227557232869,0.14495219642394666,0.0019744462911518413,0.14297775013279482,90,0.11331057862494243
2881.1178528952732,0.9881106959861216,0.14495219642394666,0.002555769197619927,0.14239642722632673,90,0.11331057862494243
2881.1178528952732,1.0770416311757862,0.14495219642394666,0.0032946033764914033,0.14165759304745526,90,0.11331057862494243
2881.1178528952732,1.1739764380630602,0.14495219642394666,0.00422899001047362,0.14072320641347305,90,0.11331057862494243
2881.1178528952732,1.2796354729785626,0.14495219642394666,0.005404537795447518,0.13954765862849913,90,0.11331057862494243
2881.1178528952732,1.3948039250316824,0.14495219642394666,0.006875330577921596,0.13807686584602508,90,0.11331057862494243
2881.1178528952732,1.520337651124477,0.14495219642394666,0.008704702404920816,0.13624749401902583,90,0.11331057862494243
2881.1178528952732,1.657169536122569,0.14495219642394666,0.010965758968063509,0.13398643745588315,90,0.11331057862494243
2881.1178528952732,1.8063164254476822,0.14495219642394666,0.01374149630483956,0.1312107001191071,90,0.11331057862494243
2881.1178528952732,1.9688866816103285,0.14495219642394666,0.017124349493220607,0.12782784693072605,90,0.11331057862494243
2881.1178528952732,2.1460884208378745,0.14495219642394666,0.02121500641957574,0.12373719000437092,90,0.11331057862494243
2881.1178528952732,2.339238491007243,0.14495219642394666,0.026120355725869005,0.11883184069807766,90,0.11331057862494243
2881.1178528952732,2.5497722576003894,0.14495219642394666,0.031950511585611734,0.11300168483833492,90,0.11331057862494243
2881.1178528952732,2.7792542704054104,0.14495219642394666,0.038814969780930644,0.10613722664301602,90,0.11331057862494243
2881.1178528952732,3.0293898902312417,0.14495219642394666,0.04681808444537966,0.098134111978567,90,0.11331057862494243
2881.1178528952732,3.3020379620381313,0.14499138956775937,0.05605418354026863,0.08893720602749074,90,0.11331057862494243
2881.1178528952732,3.599224628662322,0.14534918768978863,0.06660272849541878,0.07874645919436986,90,0.11331057862494243
2881.1178528952732,3.9231583877895577,0.1478622835209095,0.07852394368596813,0.06933833983494136,90,0.11331057862494243
2881.1178528952732,4.276246504071018,0.14977623732574813,0.09185529242334263,0.0579209449024055,90,0.11331057862494243
2881.1178528952732,4.661112898345847,0.14977623732574813,0.10660908142401425,0.04316715590173388,90,0.11331057862494243
2881.1178528952732,5.080617646911311,0.15641618313515399,0.12277136909403848,0.03364481404111551,90,0.11331057862494243
2881.1178528952732,5.537878235746474,0.16051064997092548,0.14030225521075787,0.020208394760167614,90,0.11331057862494243
2881.1178528952732,6.036292727636905,0.17613825208690662,0.15913753592416163,0.017000716162744983,90,0.11331057862494243
2881.1178528952732,6.579565014363433,0.17985757821435422,0.179191598349572,0.000665979864782229,90,0.11331057862494243
2881.1178528952732,7.1717323416127225,0.1809869113846091,0.20036129354121168,-0.019374382156602588,90,0.11331057862494243
2881.1178528952732,7.817195311156917,0.18201115259505113,0.22253038527305077,-0.040519232677999645,90,0.11331057862494243
2881.1178528952732,8.520750583258952,0.18491754052019738,0.24557407142151585,-0.06065653090131848,90,0.11331057862494243
2881.1178528952732,9.287626522326553,0.21939300825318545,0.269363063880849,-0.04997005562766357,90,0.11331057862494243
2881.1178528952732,10.123522050710184,0.28030230501940423,0.2937668146726364,-0.013464509653232148,90,0.11331057862494243
2881.1178528952732,11.03464899938101,0.29061389295163076,0.3186556718284514,-0.028041778876820633,90,0.11331057862494243
2881.1178528952732,12.027778270211655,0.32507235494521103,0.3439019852524996,-0.01882963030728857,90,0.11331057862494243
2881.1178528952732,13.110290152907504,0.328261172246567,0.36938039370793063,-0.04111922146136365,90,0.11331057862494243
2881.1178528952732,14.290229170511559,0.32880608801003647,0.3949676556062198,-0.06616156759618336,90,0.11331057862494243
2881.1178528952732,15.576363861058477,0.3317191851890984,0.42054241461445224,-0.08882322942535387,90,0.11331057862494243
2881.1178528952732,16.978251939636557,0.34318343669720225,0.4459852254985501,-0.10280178880134783,90,0.11331057862494243
2881.1178528952732,18.50631132509919,0.4547131228308031,0.4711790392174196,-0.016465916386616486,90,0.11331057862494243
2881.1178528952732,20.17189755925049,0.46474956339310985,0.4960102009071054,-0.03126063751399555,90,0.11331057862494243
2881.1178528952732,21.98738819383367,0.46545348111467216,0.52036988655423,-0.054916405439557836,90,0.11331057862494243
2881.1178528952732,23.966274772431408,0.48008570147958796,0.5441558166609518,-0.06407011518136385,90,0.11331057862494243
2881.1178528952732,26.123263090828015,0.4863750520005386,0.5672740454082941,-0.08089899340775547,90,0.11331057862494243
2881.1178528952732,28.474382480902506,0.5345825717033423,0.5896406268015681,-0.05505805509822581,90,0.11331057862494243
2881.1178528952732,31.037104930180035,0.5631593722829754,0.6111829931066103,-0.04802362082363487,90,0.11331057862494243
2881.1178528952732,33.83047492225976,0.5843902012856403,0.6318409316903362,-0.04745073040469583,90,0.11331057862494243
2881.1178528952732,36.875250963009485,0.591449518762442,0.6515671018593271,-0.060117583096885086,90,0.11331057862494243
2881.1178528952732,40.194059844256586,0.5930788858961032,0.6703270844201643,-0.07724819852406106,90,0.11331057862494243
2881.1178528952732,43.81156479136355,0.5935468179171187,0.6880989980316587,-0.09455218011454003,90,0.11331057862494243
2881.1178528952732,47.75464874425019,0.5952355797108007,0.7048727456411185,-0.1096371659303178,90,0.11331057862494243
2881.1178528952732,52.05261413388882,0.5955311197308873,0.7206489713340553,-0.1251178516031679,90,0.11331057862494243
2881.1178528952732,56.737400638880295,0.5969338434539142,0.7354378141827845,-0.13850397072887033,90,0.11331057862494243
2881.1178528952732,61.8438225403361,0.5988890490846231,0.7492575433402138,-0.15036849425559062,90,0.11331057862494243
2881.1178528952732,67.40982743893404,0.5990946804203006,0.7621331501458516,-0.16303846972555103,90,0.11331057862494243
2881.1178528952732,73.47677825676274,0.5990946804203006,0.7740949607593894,-0.17500028033908888,90,0.11331057862494243
2881.1178528952732,80.08976061961063,0.5990946804203006,0.7851773188682392,-0.1860826384479386,90,0.11331057862494243
2881.1178528952732,87.29791790396244,0.5992670116063986,0.7954173739533219,-0.1961503623469233,90,0.11331057862494243
2881.1178528952732,95.15481643855642,0.5999088161993127,0.8048539976007866,-0.20494518140147389,90,0.11331057862494243
2881.1178528952732,103.71884357443969,0.6002556796330003,0.81352683913552,-0.21327115950251974,90,0.11331057862494243
2881.1178528952732,113.05364158172193,0.6015227337225,0.8214755227710296,-0.21995278904852966,90,0.11331057862494243
2881.1178528952732,123.22858059746237,0.6015227337225,0.8287389815764074,-0.22721624785390737,90,0.11331057862494243
2881.1178528952732,134.3192741393338,0.6015321214393513,0.8353549187107621,-0.23382279727141075,90,0.11331057862494243
2881.1178528952732,146.40814101602186,0.6021030496140766,0.8413593833035864,-0.23925633368950983,90,0.11331057862494243
2881.1178528952732,159.58501781011546,0.6023730127794,0.8467864467446441,-0.24441343396524406,90,0.11331057862494243
2881.1178528952732,173.9478264850578,0.6025800670358366,0.8516679646593246,-0.24908789762348804,90,0.11331057862494243
2881.1178528952732,189.6033020773824,0.6020805156126245,0.856033410178567,-0.2539528945659425,90,0.11331057862494243
2881.1178528952732,206.6677858819652,0.6020835479328445,0.8599097650011763,-0.25782621706833186,90,0.11331057862494243
2881.1178528952732,225.26809002472953,0.6020835479328445,0.8633214559742363,-0.2612379080413918,90,0.11331057862494243
2881.1178528952732,245.54243984774803,0.6020835479328445,0.8662903263170035,-0.26420677838415907,90,0.11331057862494243
2881.1178528952732,267.64150110992745,0.6020835479328445,0.8688356320627212,-0.2667520841298767,90,0.11331057862494243
2881.1178528952732,291.72949963677064,0.6020835479328445,0.8709740557072624,-0.2688905077744179,90,0.11331057862494243
2881.1178528952732,317.9854417397141,0.6020835479328445,0.8727197303807827,-0.2706361824479382,90,0.11331057862494243
2881.1178528952732,346.6044444744125,0.6020835479328445,0.8740842690703687,-0.27200072113752427,90,0.11331057862494243
2881.1178528952732,377.7991856235726,0.6020835479328445,0.8750767945080262,-0.27299324657518176,90,0.11331057862494243
2881.1178528952732,411.801484179675,0.6020835479328445,0.8757039663023816,-0.2736204183695371,90,0.11331057862494243
